,Unnamed: 0,Idade,Altura,Peso,Sexo,Cor dos Olhos,Cor do Cabelo,Causa Morte,Local Morte,Raça,Classe Social,Serial Killer Real,Serial Killer Previsto
588,386,38.59,1.74,76.14,Feminino,Preto,Castanho,Esfaqueamento,Escola,Amarela,Classe Baixa,Desconhecido,Desconhecido
589,948,22.52,1.85,45.89,Masculino,Castanho,Preto,Contusão,Trabalho,Branca,Classe Alta,Desconhecido,Desconhecido
590,1969,32.81,1.87,79.56,Feminino,Verde,Loiro,Estrangulamento,Casa,Amarela,Classe Alta,Roberto Chimarildo Tomáz,Roberto Chimarildo Tomáz
591,1026,24.76,1.57,35.11,Feminino,Verde,Loiro,Estrangulamento,Casa,Negra,Classe Alta,Desconhecido,Roberto Chimarildo Tomáz
592,74,15.34,1.58,36.82,Feminino,Azul,Loiro,Esfaqueamento,Casa,Negra,Classe Média,Desconhecido,Desconhecido
593,1632,17.31,1.47,34.8,Masculino,Azul,Loiro,Esfaqueamento,Rua,Branca,Classe Média,ElBigodon Camacho,ElBigodon Camacho
594,244,33.66,1.57,49.85,Masculino,Verde,Castanho,Contusão,Rua,Parda,Classe Média,Desconhecido,Desconhecido
595,1028,57.07,1.66,52.73,Feminino,Azul,Preto,Envenenamento,Casa,Amarela,Classe Alta,Desconhecido,Desconhecido
596,1288,11.75,1.73,49.45,Feminino,Preto,Ruivo,Envenenamento,Rua,Branca,Classe Baixa,Desconhecido,Desconhecido
597,53,56.09,1.64,48.32,Feminino,Verde,Castanho,Estrangulamento,Trabalho,Negra,Classe Baixa,Desconhecido,Desconhecido
598,1898,45.12,1.68,63.52,Feminino,Castanho,Preto,Envenenamento,Casa,Parda,Classe Baixa,Coringon de le pinheirinho Silva,Coringon de le pinheirinho Silva
599,1173,17.78,1.42,31.85,Masculino,Preto,Loiro,Esfaqueamento,Rua,Parda,Classe Baixa,Desconhecido,Desconhecido
600,693,18.74,1.65,64.11,Feminino,Verde,Ruivo,Estrangulamento,Rua,Amarela,Classe Média,Desconhecido,Desconhecido
601,2002,54.94,1.75,79.38,Feminino,Verde,Ruivo,Estrangulamento,Casa,Parda,Classe Alta,Roberto Chimarildo Tomáz,Roberto Chimarildo Tomáz
602,1748,23.57,1.5,34.74,Masculino,Preto,Loiro,Esfaqueamento,Rua,Branca,Classe Média,ElBigodon Camacho,ElBigodon Camacho
603,2131,21.18,1.76,76.38,Feminino,Verde,Ruivo,Estrangulamento,Casa,Negra,Classe Alta,Roberto Chimarildo Tomáz,Roberto Chimarildo Tomáz
604,1433,58.32,1.85,46.96,Masculino,Castanho,Castanho,Esfaqueamento,Trabalho,Negra,Classe Baixa,Desconhecido,Desconhecido
605,2045,26.18,1.78,75.39,Feminino,Preto,Ruivo,Estrangulamento,Casa,Branca,Classe Alta,Roberto Chimarildo Tomáz,Roberto Chimarildo Tomáz
606,1849,44.95,1.59,59.37,Masculino,Castanho,Preto,Envenenamento,Rua,Parda,Classe Média,Coringon de le pinheirinho Silva,Coringon de le pinheirinho Silva
607,2086,29.5,1.86,74.57,Feminino,Verde,Loiro,Esfaqueamento,Rua,Parda,Classe Alta,Roberto Chimarildo Tomáz,Desconhecido
608,912,56.47,1.79,88.2,Masculino,Castanho,Preto,Envenenamento,Escola,Negra,Classe Baixa,Desconhecido,Desconhecido
609,1059,29.67,1.8,89.46,Feminino,Azul,Ruivo,Contusão,Rua,Amarela,Classe Alta,Desconhecido,Desconhecido
610,1157,36.34,1.75,35.12,Feminino,Azul,Ruivo,Esfaqueamento,Trabalho,Negra,Classe Alta,Desconhecido,Desconhecido
611,1040,12.6,1.5,50.0,Masculino,Castanho,Ruivo,Envenenamento,Escola,Negra,Classe Média,Desconhecido,Desconhecido
612,317,47.4,1.65,46.07,Feminino,Azul,Preto,Esfaqueamento,Casa,Branca,Classe Alta,Desconhecido,Desconhecido
613,882,17.08,1.88,59.27,Masculino,Preto,Ruivo,Envenenamento,Rua,Parda,Classe Média,Desconhecido,Desconhecido
614,344,57.22,1.67,68.33,Feminino,Azul,Preto,Envenenamento,Escola,Branca,Classe Alta,Desconhecido,Desconhecido
615,1386,37.72,1.89,44.02,Masculino,Castanho,Ruivo,Envenenamento,Casa,Negra,Classe Baixa,Desconhecido,Desconhecido
616,161,48.67,1.44,86.88,Feminino,Castanho,Ruivo,Esfaqueamento,Trabalho,Branca,Classe Média,Desconhecido,Desconhecido
617,2087,20.47,1.83,85.49,Feminino,Verde,Ruivo,Estrangulamento,Casa,Amarela,Classe Alta,Roberto Chimarildo Tomáz,Roberto Chimarildo Tomáz
618,731,39.16,1.81,42.77,Feminino,Preto,Preto,Esfaqueamento,Trabalho,Negra,Classe Baixa,Desconhecido,Desconhecido
619,891,15.99,1.69,80.71,Feminino,Preto,Ruivo,Contusão,Rua,Parda,Classe Alta,Desconhecido,Desconhecido
620,11,21.91,1.81,71.7,Feminino,Castanho,Ruivo,Esfaqueamento,Rua,Parda,Classe Alta,Desconhecido,Desconhecido
621,189,23.26,1.66,79.07,Feminino,Verde,Preto,Esfaqueamento,Rua,Amarela,Classe Média,Desconhecido,Desconhecido
622,1123,42.21,1.71,46.88,Feminino,Azul,Castanho,Envenenamento,Casa,Negra,Classe Média,Desconhecido,Desconhecido
623,616,15.82,1.48,70.13,Masculino,Castanho,Ruivo,Contusão,Casa,Amarela,Classe Alta,Desconhecido,Desconhecido
624,1763,38.8,1.66,56.54,Feminino,Verde,Preto,Envenenamento,Rua,Parda,Classe Média,Coringon de le pinheirinho Silva,Coringon de le pinheirinho Silva
625,491,59.1,1.66,48.67,Feminino,Azul,Castanho,Contusão,Trabalho,Negra,Classe Alta,Desconhecido,Desconhecido
626,1612,15.9,1.62,41.67,Masculino,Azul,Preto,Esfaqueamento,Rua,Branca,Classe Média,ElBigodon Camacho,ElBigodon Camacho
627,94,53.11,1.63,87.08,Feminino,Azul,Loiro,Esfaqueamento,Trabalho,Amarela,Classe Média,Desconhecido,Desconhecido
628,705,44.65,1.78,62.08,Masculino,Azul,Ruivo,Contusão,Casa,Negra,Classe Alta,Desconhecido,Desconhecido
629,311,49.68,1.63,41.24,Masculino,Castanho,Castanho,Estrangulamento,Trabalho,Branca,Classe Baixa,Desconhecido,Desconhecido
630,1381,13.15,1.52,65.12,Feminino,Castanho,Ruivo,Estrangulamento,Casa,Amarela,Classe Baixa,Desconhecido,Desconhecido
631,1388,44.24,1.68,37.73,Masculino,Preto,Ruivo,Contusão,Escola,Parda,Classe Média,Desconhecido,Desconhecido
632,62,19.59,1.88,69.4,Masculino,Azul,Loiro,Envenenamento,Casa,Amarela,Classe Alta,Desconhecido,Desconhecido
633,1375,59.37,1.41,80.56,Masculino,Castanho,Castanho,Esfaqueamento,Casa,Amarela,Classe Alta,Desconhecido,Desconhecido
634,1144,50.94,1.64,61.49,Feminino,Castanho,Ruivo,Envenenamento,Trabalho,Branca,Classe Média,Desconhecido,Desconhecido
635,1795,34.49,1.78,61.18,Masculino,Castanho,Preto,Envenenamento,Casa,Negra,Classe Média,Coringon de le pinheirinho Silva,Coringon de le pinheirinho Silva
636,1184,19.6,1.66,85.25,Feminino,Verde,Ruivo,Contusão,Trabalho,Branca,Classe Alta,Desconhecido,Desconhecido
637,1297,38.01,1.5,81.73,Feminino,Castanho,Preto,Esfaqueamento,Escola,Branca,Classe Alta,Desconhecido,Desconhecido
638,1560,24.18,1.53,40.04,Masculino,Azul,Loiro,Esfaqueamento,Rua,Branca,Classe Média,ElBigodon Camacho,ElBigodon Camacho
639,2129,32.0,1.49,79.93,Feminino,Verde,Ruivo,Estrangulamento,Casa,Amarela,Classe Baixa,Roberto Chimarildo Tomáz,Roberto Chimarildo Tomáz
640,1190,26.41,1.48,73.25,Masculino,Verde,Castanho,Estrangulamento,Rua,Parda,Classe Baixa,Desconhecido,Desconhecido
641,477,55.46,1.45,88.55,Feminino,Verde,Loiro,Contusão,Rua,Amarela,Classe Baixa,Desconhecido,Desconhecido
642,855,14.34,1.6,35.13,Feminino,Preto,Preto,Contusão,Escola,Negra,Classe Média,Desconhecido,Desconhecido
643,532,21.6,1.88,80.55,Feminino,Azul,Ruivo,Estrangulamento,Casa,Amarela,Classe Baixa,Desconhecido,Roberto Chimarildo Tomáz
644,1261,52.97,1.4,33.28,Feminino,Azul,Loiro,Esfaqueamento,Escola,Parda,Classe Média,Desconhecido,Desconhecido
645,1035,53.28,1.83,66.8,Masculino,Preto,Ruivo,Envenenamento,Rua,Negra,Classe Média,Desconhecido,Desconhecido
646,2018,28.83,1.72,80.87,Masculino,Verde,Ruivo,Estrangulamento,Casa,Amarela,Classe Alta,Roberto Chimarildo Tomáz,Roberto Chimarildo Tomáz
647,1505,55.07,1.81,54.18,Feminino,Azul,Preto,Esfaqueamento,Rua,Branca,Classe Baixa,Desconhecido,Desconhecido
648,220,24.07,1.86,66.32,Masculino,Castanho,Preto,Contusão,Trabalho,Parda,Classe Alta,Desconhecido,Desconhecido
649,1273,15.63,1.74,48.96,Masculino,Castanho,Castanho,Envenenamento,Rua,Parda,Classe Média,Desconhecido,Desconhecido
650,989,20.99,1.62,62.78,Masculino,Verde,Ruivo,Esfaqueamento,Escola,Amarela,Classe Média,Desconhecido,Desconhecido
651,1155,31.01,1.45,69.66,Feminino,Castanho,Ruivo,Estrangulamento,Trabalho,Negra,Classe Alta,Desconhecido,Desconhecido
652,81,38.37,1.63,74.1,Feminino,Castanho,Loiro,Contusão,Escola,Negra,Classe Alta,Desconhecido,Desconhecido
653,2107,31.66,1.87,75.49,Feminino,Verde,Ruivo,Estrangulamento,Casa,Amarela,Classe Alta,Roberto Chimarildo Tomáz,Roberto Chimarildo Tomáz
654,1283,10.2,1.45,38.78,Masculino,Castanho,Loiro,Envenenamento,Casa,Amarela,Classe Baixa,Desconhecido,Desconhecido
655,828,28.18,1.73,74.35,Masculino,Preto,Ruivo,Estrangulamento,Casa,Parda,Classe Baixa,Desconhecido,Desconhecido
656,1847,33.66,1.69,64.79,Masculino,Castanho,Preto,Envenenamento,Casa,Amarela,Classe Baixa,Coringon de le pinheirinho Silva,Coringon de le pinheirinho Silva
657,114,27.79,1.48,39.05,Feminino,Azul,Preto,Esfaqueamento,Trabalho,Branca,Classe Alta,Desconhecido,Desconhecido
658,927,40.67,1.49,84.2,Masculino,Azul,Preto,Contusão,Casa,Amarela,Classe Baixa,Desconhecido,Desconhecido
659,1342,33.6,1.65,61.99,Masculino,Preto,Castanho,Contusão,Escola,Negra,Classe Alta,Desconhecido,Desconhecido
660,1583,23.39,1.57,62.56,Masculino,Castanho,Loiro,Esfaqueamento,Rua,Parda,Classe Média,ElBigodon Camacho,ElBigodon Camacho
661,531,38.04,1.88,74.33,Masculino,Verde,Castanho,Estrangulamento,Escola,Amarela,Classe Alta,Desconhecido,Desconhecido
662,1103,34.68,1.42,59.59,Masculino,Verde,Castanho,Estrangulamento,Rua,Negra,Classe Alta,Desconhecido,Desconhecido
663,63,28.61,1.49,57.02,Masculino,Castanho,Preto,Envenenamento,Casa,Parda,Classe Baixa,Desconhecido,Coringon de le pinheirinho Silva
664,764,24.5,1.42,51.34,Feminino,Azul,Preto,Estrangulamento,Escola,Amarela,Classe Média,Desconhecido,Desconhecido
665,938,53.1,1.47,63.38,Masculino,Verde,Preto,Estrangulamento,Escola,Branca,Classe Média,Desconhecido,Desconhecido
666,1761,35.85,1.58,54.85,Masculino,Verde,Preto,Envenenamento,Casa,Parda,Classe Média,Coringon de le pinheirinho Silva,Coringon de le pinheirinho Silva
667,1649,17.62,1.51,33.24,Masculino,Azul,Loiro,Esfaqueamento,Casa,Branca,Classe Média,ElBigodon Camacho,ElBigodon Camacho
668,1874,38.75,1.76,56.58,Feminino,Castanho,Preto,Envenenamento,Casa,Parda,Classe Média,Coringon de le pinheirinho Silva,Coringon de le pinheirinho Silva
669,1211,30.32,1.83,78.77,Feminino,Preto,Ruivo,Estrangulamento,Rua,Negra,Classe Baixa,Desconhecido,Desconhecido
670,88,14.97,1.4,32.13,Masculino,Azul,Preto,Envenenamento,Rua,Amarela,Classe Alta,Desconhecido,Desconhecido
671,743,45.94,1.89,75.67,Feminino,Preto,Castanho,Esfaqueamento,Escola,Parda,Classe Alta,Desconhecido,Desconhecido
672,2138,29.07,1.72,86.02,Feminino,Verde,Ruivo,Esfaqueamento,Casa,Branca,Classe Alta,Roberto Chimarildo Tomáz,Roberto Chimarildo Tomáz
673,892,22.71,1.9,70.45,Feminino,Preto,Preto,Esfaqueamento,Rua,Amarela,Classe Média,Desconhecido,Desconhecido
674,10,44.03,1.5,66.93,Feminino,Azul,Castanho,Esfaqueamento,Casa,Negra,Classe Baixa,Desconhecido,Desconhecido
675,1436,22.14,1.48,83.89,Masculino,Azul,Preto,Esfaqueamento,Escola,Parda,Classe Alta,Desconhecido,Desconhecido
676,1117,25.38,1.71,64.53,Feminino,Verde,Castanho,Contusão,Trabalho,Parda,Classe Alta,Desconhecido,Desconhecido
677,674,20.96,1.44,86.46,Masculino,Preto,Ruivo,Envenenamento,Escola,Amarela,Classe Alta,Desconhecido,Desconhecido
678,2050,29.53,1.67,78.69,Feminino,Verde,Preto,Esfaqueamento,Casa,Parda,Classe Alta,Roberto Chimarildo Tomáz,Roberto Chimarildo Tomáz
679,2054,27.77,1.77,80.74,Feminino,Verde,Ruivo,Estrangulamento,Casa,Branca,Classe Alta,Roberto Chimarildo Tomáz,Roberto Chimarildo Tomáz
680,249,47.2,1.5,61.6,Masculino,Azul,Loiro,Contusão,Escola,Negra,Classe Baixa,Desconhecido,Desconhecido
681,215,24.68,1.42,59.86,Masculino,Preto,Ruivo,Esfaqueamento,Escola,Negra,Classe Alta,Desconhecido,Desconhecido
682,342,49.17,1.79,38.66,Feminino,Azul,Loiro,Esfaqueamento,Casa,Parda,Classe Alta,Desconhecido,Desconhecido
683,1865,39.77,1.66,64.98,Masculino,Azul,Preto,Envenenamento,Casa,Parda,Classe Média,Coringon de le pinheirinho Silva,Coringon de le pinheirinho Silva
684,1967,27.61,1.48,82.68,Feminino,Verde,Ruivo,Estrangulamento,Casa,Parda,Classe Alta,Roberto Chimarildo Tomáz,Roberto Chimarildo Tomáz
685,450,26.69,1.67,73.64,Feminino,Verde,Preto,Contusão,Rua,Branca,Classe Alta,Desconhecido,Desconhecido
686,1095,24.59,1.78,85.43,Masculino,Castanho,Ruivo,Estrangulamento,Escola,Parda,Classe Alta,Desconhecido,Desconhecido
687,1974,20.57,1.72,74.82,Feminino,Preto,Ruivo,Estrangulamento,Escola,Branca,Classe Alta,Roberto Chimarildo Tomáz,Desconhecido
688,959,41.2,1.78,79.02,Masculino,Azul,Castanho,Contusão,Trabalho,Amarela,Classe Baixa,Desconhecido,Desconhecido
689,1900,37.72,1.6,55.26,Masculino,Castanho,Castanho,Envenenamento,Casa,Parda,Classe Média,Coringon de le pinheirinho Silva,Coringon de le pinheirinho Silva
690,328,44.7,1.81,39.41,Feminino,Castanho,Preto,Envenenamento,Rua,Negra,Classe Alta,Desconhecido,Desconhecido
691,883,15.42,1.84,35.79,Feminino,Azul,Ruivo,Esfaqueamento,Casa,Negra,Classe Baixa,Desconhecido,Desconhecido
692,904,58.75,1.53,43.61,Feminino,Verde,Castanho,Envenenamento,Rua,Branca,Classe Alta,Desconhecido,Desconhecido
693,498,35.52,1.57,56.82,Feminino,Castanho,Castanho,Envenenamento,Trabalho,Amarela,Classe Baixa,Desconhecido,Desconhecido
694,910,30.99,1.65,35.11,Masculino,Verde,Loiro,Envenenamento,Trabalho,Amarela,Classe Média,Desconhecido,Desconhecido
695,1551,18.16,1.85,38.66,Masculino,Castanho,Loiro,Envenenamento,Rua,Negra,Classe Baixa,Desconhecido,Desconhecido
696,783,17.71,1.43,79.95,Feminino,Verde,Ruivo,Envenenamento,Escola,Parda,Classe Média,Desconhecido,Desconhecido
697,1065,20.42,1.86,67.17,Masculino,Preto,Ruivo,Esfaqueamento,Casa,Parda,Classe Baixa,Desconhecido,Desconhecido
698,1275,21.76,1.55,49.58,Feminino,Azul,Preto,Esfaqueamento,Trabalho,Parda,Classe Média,Desconhecido,Desconhecido
699,1308,23.68,1.58,73.06,Feminino,Preto,Ruivo,Estrangulamento,Trabalho,Negra,Classe Média,Desconhecido,Desconhecido
700,1237,46.87,1.43,89.66,Masculino,Castanho,Loiro,Contusão,Rua,Parda,Classe Média,Desconhecido,Desconhecido
701,339,25.8,1.74,71.43,Feminino,Preto,Ruivo,Esfaqueamento,Casa,Branca,Classe Baixa,Desconhecido,Desconhecido
702,1994,23.57,1.76,82.33,Feminino,Verde,Ruivo,Estrangulamento,Casa,Amarela,Classe Alta,Roberto Chimarildo Tomáz,Roberto Chimarildo Tomáz
703,364,12.01,1.5,46.8,Feminino,Verde,Castanho,Estrangulamento,Casa,Amarela,Classe Média,Desconhecido,Desconhecido
704,1313,24.81,1.68,59.89,Feminino,Verde,Preto,Envenenamento,Escola,Branca,Classe Baixa,Desconhecido,Desconhecido
705,1755,55.78,1.45,36.14,Masculino,Azul,Loiro,Esfaqueamento,Rua,Branca,Classe Média,ElBigodon Camacho,ElBigodon Camacho
706,2123,39.61,1.72,85.25,Feminino,Verde,Ruivo,Estrangulamento,Casa,Amarela,Classe Alta,Roberto Chimarildo Tomáz,Roberto Chimarildo Tomáz
707,1661,45.04,1.59,38.7,Masculino,Azul,Loiro,Esfaqueamento,Rua,Branca,Classe Baixa,ElBigodon Camacho,ElBigodon Camacho
708,325,39.66,1.62,47.16,Masculino,Castanho,Castanho,Estrangulamento,Trabalho,Negra,Classe Baixa,Desconhecido,Desconhecido
709,1919,34.37,1.6,61.17,Masculino,Castanho,Preto,Envenenamento,Casa,Parda,Classe Média,Coringon de le pinheirinho Silva,Coringon de le pinheirinho Silva
710,87,57.72,1.79,51.24,Feminino,Castanho,Ruivo,Envenenamento,Rua,Amarela,Classe Média,Desconhecido,Desconhecido
711,125,34.44,1.7,52.52,Feminino,Verde,Preto,Esfaqueamento,Escola,Negra,Classe Média,Desconhecido,Desconhecido
712,184,15.8,1.48,75.79,Masculino,Preto,Castanho,Esfaqueamento,Casa,Amarela,Classe Baixa,Desconhecido,Desconhecido
713,1476,18.81,1.8,81.89,Feminino,Castanho,Castanho,Envenenamento,Rua,Amarela,Classe Média,Desconhecido,Desconhecido
714,736,45.59,1.58,33.17,Feminino,Castanho,Preto,Estrangulamento,Trabalho,Parda,Classe Média,Desconhecido,Desconhecido
715,1023,45.64,1.86,87.2,Feminino,Verde,Loiro,Envenenamento,Rua,Amarela,Classe Alta,Desconhecido,Desconhecido
716,1591,52.2,1.6,41.91,Masculino,Azul,Loiro,Esfaqueamento,Rua,Branca,Classe Média,ElBigodon Camacho,ElBigodon Camacho
717,204,55.61,1.81,84.17,Masculino,Castanho,Ruivo,Envenenamento,Trabalho,Amarela,Classe Baixa,Desconhecido,Desconhecido
718,2104,28.08,1.73,62.13,Feminino,Verde,Ruivo,Estrangulamento,Casa,Branca,Classe Alta,Roberto Chimarildo Tomáz,Roberto Chimarildo Tomáz
719,1584,18.76,1.47,36.46,Masculino,Azul,Ruivo,Esfaqueamento,Rua,Negra,Classe Média,ElBigodon Camacho,ElBigodon Camacho
720,1083,10.97,1.55,33.77,Masculino,Verde,Preto,Estrangulamento,Trabalho,Branca,Classe Alta,Desconhecido,Desconhecido
721,282,28.27,1.8,72.13,Masculino,Verde,Loiro,Estrangulamento,Trabalho,Amarela,Classe Alta,Desconhecido,Desconhecido
722,1489,38.45,1.85,31.79,Feminino,Castanho,Loiro,Esfaqueamento,Trabalho,Negra,Classe Alta,Desconhecido,Desconhecido
723,856,23.88,1.72,70.97,Masculino,Castanho,Preto,Estrangulamento,Escola,Amarela,Classe Média,Desconhecido,Desconhecido
724,975,14.27,1.58,89.9,Feminino,Azul,Ruivo,Envenenamento,Casa,Parda,Classe Alta,Desconhecido,Desconhecido
725,1044,20.34,1.51,45.0,Masculino,Castanho,Preto,Envenenamento,Trabalho,Branca,Classe Média,Desconhecido,Desconhecido
726,431,18.68,1.72,71.64,Masculino,Castanho,Preto,Contusão,Trabalho,Parda,Classe Média,Desconhecido,Desconhecido
727,461,38.48,1.74,68.5,Masculino,Castanho,Ruivo,Contusão,Rua,Branca,Classe Baixa,Desconhecido,Desconhecido
728,1681,21.96,1.58,40.47,Masculino,Preto,Loiro,Contusão,Escola,Branca,Classe Baixa,ElBigodon Camacho,Desconhecido
729,54,38.29,1.75,86.14,Masculino,Preto,Loiro,Contusão,Trabalho,Parda,Classe Alta,Desconhecido,Desconhecido
730,1937,35.1,1.77,65.95,Feminino,Castanho,Preto,Envenenamento,Casa,Parda,Classe Média,Coringon de le pinheirinho Silva,Coringon de le pinheirinho Silva
731,444,11.65,1.8,56.89,Masculino,Preto,Loiro,Contusão,Trabalho,Amarela,Classe Baixa,Desconhecido,Desconhecido
732,1380,16.97,1.69,73.96,Feminino,Castanho,Castanho,Esfaqueamento,Trabalho,Branca,Classe Média,Desconhecido,Desconhecido
733,2066,23.1,1.85,76.64,Feminino,Verde,Ruivo,Estrangulamento,Casa,Parda,Classe Alta,Roberto Chimarildo Tomáz,Roberto Chimarildo Tomáz
734,1246,13.36,1.8,82.71,Feminino,Preto,Preto,Esfaqueamento,Casa,Negra,Classe Média,Desconhecido,Desconhecido
735,679,58.36,1.53,83.8,Feminino,Azul,Castanho,Contusão,Trabalho,Negra,Classe Alta,Desconhecido,Desconhecido
736,818,19.26,1.55,39.52,Feminino,Azul,Loiro,Envenenamento,Trabalho,Negra,Classe Alta,Desconhecido,Desconhecido
737,1716,42.73,1.59,42.1,Masculino,Azul,Loiro,Esfaqueamento,Rua,Amarela,Classe Média,ElBigodon Camacho,ElBigodon Camacho
738,1429,35.58,1.51,89.79,Feminino,Preto,Castanho,Esfaqueamento,Trabalho,Negra,Classe Baixa,Desconhecido,Desconhecido
739,507,33.47,1.42,81.55,Masculino,Verde,Loiro,Esfaqueamento,Casa,Branca,Classe Média,Desconhecido,ElBigodon Camacho
740,805,51.71,1.71,53.41,Feminino,Castanho,Castanho,Contusão,Trabalho,Branca,Classe Baixa,Desconhecido,Desconhecido
741,1500,33.69,1.81,50.86,Feminino,Verde,Castanho,Envenenamento,Escola,Parda,Classe Baixa,Desconhecido,Desconhecido
742,1987,31.19,1.85,82.67,Feminino,Verde,Ruivo,Esfaqueamento,Casa,Parda,Classe Alta,Roberto Chimarildo Tomáz,Roberto Chimarildo Tomáz
743,826,39.76,1.43,49.98,Feminino,Preto,Ruivo,Estrangulamento,Rua,Branca,Classe Alta,Desconhecido,Desconhecido
744,7,34.56,1.87,60.9,Masculino,Castanho,Castanho,Envenenamento,Rua,Negra,Classe Alta,Desconhecido,Desconhecido
745,316,27.73,1.41,57.46,Feminino,Castanho,Castanho,Esfaqueamento,Casa,Parda,Classe Alta,Desconhecido,Desconhecido
746,844,32.69,1.44,85.26,Masculino,Castanho,Loiro,Esfaqueamento,Casa,Branca,Classe Alta,Desconhecido,Desconhecido
747,579,33.98,1.48,85.64,Feminino,Azul,Preto,Estrangulamento,Escola,Negra,Classe Média,Desconhecido,Desconhecido
748,1541,22.15,1.83,66.88,Masculino,Verde,Loiro,Contusão,Escola,Parda,Classe Alta,Desconhecido,Desconhecido
749,872,23.6,1.76,54.17,Feminino,Preto,Castanho,Esfaqueamento,Trabalho,Parda,Classe Baixa,Desconhecido,Desconhecido
750,2057,28.87,1.81,73.96,Feminino,Verde,Ruivo,Estrangulamento,Casa,Branca,Classe Alta,Roberto Chimarildo Tomáz,Roberto Chimarildo Tomáz
751,48,25.0,1.88,57.67,Masculino,Castanho,Castanho,Contusão,Casa,Branca,Classe Média,Desconhecido,Desconhecido
752,1620,13.79,1.44,35.45,Masculino,Verde,Castanho,Esfaqueamento,Rua,Branca,Classe Média,ElBigodon Camacho,ElBigodon Camacho
753,1106,33.26,1.51,58.87,Feminino,Azul,Loiro,Estrangulamento,Trabalho,Negra,Classe Alta,Desconhecido,Desconhecido
754,934,53.39,1.42,69.7,Masculino,Verde,Preto,Envenenamento,Escola,Branca,Classe Alta,Desconhecido,Desconhecido
755,1773,34.17,1.61,64.49,Masculino,Castanho,Preto,Envenenamento,Casa,Parda,Classe Média,Coringon de le pinheirinho Silva,Coringon de le pinheirinho Silva
756,1991,31.83,1.88,79.2,Feminino,Verde,Ruivo,Estrangulamento,Casa,Branca,Classe Alta,Roberto Chimarildo Tomáz,Roberto Chimarildo Tomáz
757,1793,41.82,1.48,57.09,Masculino,Castanho,Preto,Envenenamento,Casa,Negra,Classe Média,Coringon de le pinheirinho Silva,Coringon de le pinheirinho Silva
758,1927,36.79,1.78,56.72,Masculino,Azul,Preto,Esfaqueamento,Rua,Parda,Classe Média,Coringon de le pinheirinho Silva,ElBigodon Camacho
759,1057,40.73,1.54,63.47,Masculino,Castanho,Castanho,Estrangulamento,Trabalho,Branca,Classe Baixa,Desconhecido,Desconhecido
760,101,38.48,1.86,32.61,Feminino,Azul,Castanho,Envenenamento,Trabalho,Branca,Classe Média,Desconhecido,Desconhecido
761,25,50.18,1.58,40.6,Feminino,Preto,Loiro,Envenenamento,Rua,Branca,Classe Alta,Desconhecido,Desconhecido
762,994,23.85,1.67,47.19,Masculino,Castanho,Castanho,Esfaqueamento,Rua,Amarela,Classe Alta,Desconhecido,Desconhecido
763,49,53.78,1.78,85.39,Masculino,Preto,Ruivo,Esfaqueamento,Casa,Branca,Classe Baixa,Desconhecido,Desconhecido
764,1054,14.61,1.81,73.9,Feminino,Azul,Loiro,Esfaqueamento,Rua,Negra,Classe Alta,Desconhecido,Desconhecido
765,747,49.24,1.82,36.65,Masculino,Preto,Ruivo,Estrangulamento,Rua,Parda,Classe Alta,Desconhecido,Desconhecido
766,1249,46.11,1.85,38.42,Masculino,Castanho,Loiro,Contusão,Trabalho,Negra,Classe Baixa,Desconhecido,Desconhecido
767,1420,34.08,1.5,81.67,Feminino,Verde,Castanho,Esfaqueamento,Rua,Parda,Classe Média,Desconhecido,Desconhecido
768,1295,12.44,1.42,81.39,Masculino,Azul,Loiro,Contusão,Rua,Amarela,Classe Alta,Desconhecido,Desconhecido
769,1643,33.52,1.58,42.12,Masculino,Azul,Loiro,Envenenamento,Rua,Branca,Classe Média,ElBigodon Camacho,ElBigodon Camacho
770,1188,58.26,1.67,55.28,Feminino,Verde,Preto,Contusão,Trabalho,Branca,Classe Baixa,Desconhecido,Desconhecido
771,996,23.34,1.47,64.04,Masculino,Verde,Preto,Esfaqueamento,Casa,Branca,Classe Baixa,Desconhecido,Desconhecido
772,1894,37.06,1.74,62.76,Feminino,Castanho,Preto,Envenenamento,Casa,Parda,Classe Média,Coringon de le pinheirinho Silva,Coringon de le pinheirinho Silva
773,565,55.98,1.46,57.49,Masculino,Verde,Castanho,Estrangulamento,Rua,Parda,Classe Alta,Desconhecido,Desconhecido
774,797,47.82,1.79,76.18,Feminino,Preto,Ruivo,Contusão,Casa,Negra,Classe Média,Desconhecido,Desconhecido
775,1003,30.87,1.5,57.11,Feminino,Verde,Loiro,Esfaqueamento,Casa,Amarela,Classe Alta,Desconhecido,Desconhecido
776,1052,30.69,1.84,71.15,Feminino,Preto,Preto,Estrangulamento,Escola,Parda,Classe Baixa,Desconhecido,Desconhecido
777,1163,10.24,1.63,44.95,Feminino,Castanho,Ruivo,Esfaqueamento,Escola,Parda,Classe Alta,Desconhecido,Desconhecido
778,955,31.07,1.83,77.59,Masculino,Preto,Loiro,Estrangulamento,Escola,Negra,Classe Média,Desconhecido,Desconhecido
779,1364,35.03,1.58,45.37,Feminino,Azul,Preto,Contusão,Escola,Amarela,Classe Baixa,Desconhecido,Desconhecido
780,1181,59.94,1.51,78.19,Feminino,Preto,Loiro,Estrangulamento,Trabalho,Branca,Classe Alta,Desconhecido,Desconhecido
