,Idade,Altura,Peso,Sexo,Cor dos Olhos,Cor do Cabelo,Causa Morte,Local Morte,Raça,Classe Social,Serial Killer
670,36.92,1.88,53.79,Feminino,Azul,Ruivo,Esfaqueamento,Casa,Branca,Classe Alta,Desconhecido
493,40.27,1.58,52.91,Masculino,Verde,Ruivo,Esfaqueamento,Casa,Negra,Classe Baixa,Desconhecido
848,54.41,1.85,48.49,Feminino,Verde,Loiro,Estrangulamento,Escola,Amarela,Classe Média,Desconhecido
861,51.76,1.48,41.49,Masculino,Azul,Ruivo,Esfaqueamento,Rua,Negra,Classe Baixa,Desconhecido
139,31.16,1.83,46.42,Masculino,Azul,Loiro,Esfaqueamento,Rua,Parda,Classe Alta,Desconhecido
478,30.09,1.5,50.34,Feminino,Preto,Ruivo,Envenenamento,Casa,Amarela,Classe Alta,Desconhecido
158,31.51,1.67,30.17,Feminino,Castanho,Loiro,Envenenamento,Trabalho,Branca,Classe Baixa,Desconhecido
138,25.73,1.69,82.85,Feminino,Verde,Ruivo,Estrangulamento,Trabalho,Negra,Classe Média,Desconhecido
597,33.66,1.66,34.68,Masculino,Preto,Loiro,Envenenamento,Escola,Parda,Classe Alta,Desconhecido
1333,19.22,1.59,46.08,Masculino,Preto,Castanho,Esfaqueamento,Rua,Branca,Classe Média,ElBigodon Camacho
765,41.76,1.45,70.77,Feminino,Preto,Loiro,Contusão,Escola,Negra,Classe Média,Desconhecido
338,41.74,1.89,43.6,Feminino,Azul,Loiro,Esfaqueamento,Trabalho,Branca,Classe Alta,Desconhecido
1389,13.37,1.66,38.88,Masculino,Azul,Loiro,Esfaqueamento,Trabalho,Negra,Classe Média,ElBigodon Camacho
232,39.04,1.5,66.26,Feminino,Preto,Loiro,Envenenamento,Escola,Branca,Classe Baixa,Desconhecido
1758,23.86,1.63,73.21,Feminino,Verde,Ruivo,Estrangulamento,Casa,Parda,Classe Alta,Roberto Chimarildo Tomáz
1721,29.28,1.86,73.3,Feminino,Verde,Ruivo,Estrangulamento,Casa,Branca,Classe Baixa,Roberto Chimarildo Tomáz
1089,14.34,1.88,36.07,Feminino,Verde,Preto,Estrangulamento,Casa,Parda,Classe Baixa,Desconhecido
1332,44.73,1.51,42.4,Feminino,Castanho,Loiro,Esfaqueamento,Rua,Branca,Classe Média,ElBigodon Camacho
1264,12.52,1.88,43.98,Masculino,Verde,Castanho,Estrangulamento,Rua,Branca,Classe Média,ElBigodon Camacho
1662,25.32,1.72,63.89,Feminino,Verde,Ruivo,Estrangulamento,Escola,Amarela,Classe Alta,Roberto Chimarildo Tomáz
956,51.84,1.8,64.32,Masculino,Verde,Ruivo,Estrangulamento,Rua,Branca,Classe Baixa,Desconhecido
1492,33.88,1.61,64.71,Feminino,Castanho,Preto,Envenenamento,Casa,Parda,Classe Média,Coringon de le pinheirinho Silva
1363,13.47,1.62,44.01,Masculino,Azul,Loiro,Esfaqueamento,Casa,Branca,Classe Média,ElBigodon Camacho
512,44.28,1.86,61.59,Masculino,Preto,Loiro,Envenenamento,Casa,Branca,Classe Baixa,Desconhecido
1514,37.12,1.69,63.04,Masculino,Castanho,Preto,Esfaqueamento,Casa,Parda,Classe Média,Coringon de le pinheirinho Silva
1004,22.58,1.42,62.42,Masculino,Azul,Preto,Esfaqueamento,Casa,Parda,Classe Baixa,Desconhecido
1341,18.92,1.44,39.54,Masculino,Azul,Loiro,Envenenamento,Rua,Branca,Classe Média,ElBigodon Camacho
391,28.24,1.44,77.19,Feminino,Verde,Preto,Contusão,Escola,Branca,Classe Média,Desconhecido
416,34.86,1.7,40.51,Feminino,Verde,Ruivo,Contusão,Casa,Negra,Classe Média,Desconhecido
276,51.38,1.68,56.42,Feminino,Preto,Castanho,Esfaqueamento,Rua,Negra,Classe Alta,Desconhecido
1260,12.47,1.56,36.9,Feminino,Azul,Loiro,Esfaqueamento,Rua,Negra,Classe Média,ElBigodon Camacho
79,23.12,1.88,36.32,Masculino,Azul,Castanho,Esfaqueamento,Casa,Amarela,Classe Média,Desconhecido
510,52.37,1.62,38.07,Masculino,Verde,Ruivo,Estrangulamento,Trabalho,Parda,Classe Média,Desconhecido
337,52.53,1.54,47.02,Masculino,Verde,Castanho,Contusão,Trabalho,Branca,Classe Média,Desconhecido
104,39.19,1.55,40.97,Feminino,Castanho,Castanho,Esfaqueamento,Rua,Parda,Classe Média,Desconhecido
1247,24.09,1.45,42.0,Feminino,Azul,Loiro,Esfaqueamento,Rua,Branca,Classe Baixa,ElBigodon Camacho
1266,22.43,1.42,45.93,Masculino,Preto,Loiro,Esfaqueamento,Rua,Branca,Classe Média,ElBigodon Camacho
1198,27.63,1.77,40.24,Feminino,Castanho,Ruivo,Esfaqueamento,Casa,Branca,Classe Alta,Desconhecido
1720,30.76,1.82,84.6,Feminino,Castanho,Ruivo,Estrangulamento,Rua,Branca,Classe Alta,Roberto Chimarildo Tomáz
1178,33.87,1.8,84.01,Masculino,Verde,Preto,Estrangulamento,Trabalho,Amarela,Classe Alta,Desconhecido
1053,27.02,1.52,68.0,Masculino,Castanho,Loiro,Envenenamento,Trabalho,Amarela,Classe Alta,Desconhecido
1288,16.04,1.44,34.25,Masculino,Verde,Loiro,Esfaqueamento,Rua,Branca,Classe Média,ElBigodon Camacho
1132,34.6,1.62,35.19,Masculino,Verde,Loiro,Estrangulamento,Rua,Branca,Classe Média,Desconhecido
374,30.36,1.77,40.38,Feminino,Verde,Loiro,Estrangulamento,Casa,Negra,Classe Alta,Desconhecido
1122,48.32,1.43,45.45,Feminino,Verde,Ruivo,Estrangulamento,Casa,Amarela,Classe Baixa,Desconhecido
1400,12.22,1.55,34.12,Masculino,Azul,Loiro,Esfaqueamento,Trabalho,Branca,Classe Média,ElBigodon Camacho
501,49.41,1.52,42.31,Masculino,Castanho,Preto,Esfaqueamento,Casa,Parda,Classe Baixa,Desconhecido
1735,25.76,1.83,84.07,Feminino,Verde,Ruivo,Estrangulamento,Casa,Branca,Classe Alta,Roberto Chimarildo Tomáz
460,58.49,1.84,51.69,Masculino,Preto,Preto,Contusão,Casa,Parda,Classe Média,Desconhecido
201,44.76,1.47,45.47,Masculino,Azul,Preto,Envenenamento,Rua,Parda,Classe Média,Desconhecido
94,41.42,1.48,59.55,Masculino,Azul,Castanho,Estrangulamento,Rua,Branca,Classe Média,Desconhecido
749,36.61,1.66,81.15,Feminino,Preto,Ruivo,Esfaqueamento,Casa,Parda,Classe Média,Desconhecido
447,17.29,1.59,67.34,Masculino,Azul,Preto,Envenenamento,Casa,Parda,Classe Média,Desconhecido
1471,37.57,1.61,88.58,Feminino,Castanho,Preto,Envenenamento,Casa,Parda,Classe Média,Coringon de le pinheirinho Silva
1366,20.97,1.48,41.55,Masculino,Azul,Ruivo,Esfaqueamento,Escola,Branca,Classe Média,ElBigodon Camacho
1393,12.51,1.61,33.95,Masculino,Azul,Loiro,Esfaqueamento,Rua,Branca,Classe Baixa,ElBigodon Camacho
74,23.82,1.84,60.66,Masculino,Azul,Castanho,Esfaqueamento,Casa,Parda,Classe Alta,Desconhecido
1482,44.58,1.74,66.06,Feminino,Castanho,Preto,Envenenamento,Casa,Parda,Classe Baixa,Coringon de le pinheirinho Silva
274,16.91,1.49,72.0,Feminino,Preto,Ruivo,Estrangulamento,Casa,Parda,Classe Baixa,Desconhecido
894,32.05,1.65,61.79,Feminino,Azul,Ruivo,Esfaqueamento,Trabalho,Amarela,Classe Alta,Desconhecido
1447,37.04,1.6,66.28,Masculino,Castanho,Preto,Envenenamento,Casa,Parda,Classe Média,Coringon de le pinheirinho Silva
61,49.63,1.88,89.55,Feminino,Verde,Castanho,Esfaqueamento,Casa,Negra,Classe Alta,Desconhecido
55,44.96,1.76,67.45,Feminino,Verde,Castanho,Estrangulamento,Casa,Branca,Classe Baixa,Desconhecido
150,29.83,1.76,37.14,Feminino,Verde,Preto,Envenenamento,Rua,Amarela,Classe Média,Desconhecido
1786,19.84,1.73,74.99,Feminino,Azul,Loiro,Estrangulamento,Casa,Branca,Classe Alta,Roberto Chimarildo Tomáz
534,33.05,1.88,42.81,Masculino,Azul,Castanho,Estrangulamento,Escola,Amarela,Classe Baixa,Desconhecido
1171,31.63,1.53,40.87,Feminino,Castanho,Ruivo,Estrangulamento,Escola,Negra,Classe Baixa,Desconhecido
344,10.17,1.67,56.11,Feminino,Verde,Loiro,Estrangulamento,Rua,Parda,Classe Baixa,Desconhecido
709,26.49,1.75,34.78,Feminino,Castanho,Preto,Esfaqueamento,Escola,Amarela,Classe Alta,Desconhecido
1164,11.42,1.58,39.66,Masculino,Verde,Loiro,Contusão,Rua,Amarela,Classe Média,Desconhecido
1565,40.19,1.65,74.53,Masculino,Preto,Loiro,Envenenamento,Casa,Parda,Classe Média,Coringon de le pinheirinho Silva
160,17.64,1.61,69.97,Feminino,Verde,Ruivo,Esfaqueamento,Trabalho,Negra,Classe Alta,Desconhecido
1082,11.72,1.49,85.4,Masculino,Preto,Loiro,Esfaqueamento,Rua,Amarela,Classe Baixa,Desconhecido
759,28.77,1.78,80.48,Masculino,Preto,Castanho,Contusão,Casa,Branca,Classe Baixa,Desconhecido
430,42.15,1.58,57.82,Feminino,Verde,Ruivo,Contusão,Trabalho,Parda,Classe Média,Desconhecido
643,42.17,1.45,85.22,Feminino,Castanho,Ruivo,Esfaqueamento,Casa,Branca,Classe Baixa,Desconhecido
383,30.08,1.42,87.5,Masculino,Preto,Loiro,Contusão,Casa,Negra,Classe Média,Desconhecido
744,11.31,1.86,80.87,Masculino,Preto,Ruivo,Esfaqueamento,Escola,Amarela,Classe Alta,Desconhecido
1086,58.95,1.72,47.82,Feminino,Verde,Loiro,Esfaqueamento,Escola,Amarela,Classe Baixa,Desconhecido
1350,11.12,1.47,41.13,Masculino,Azul,Loiro,Esfaqueamento,Rua,Branca,Classe Média,ElBigodon Camacho
1817,31.67,1.76,87.55,Feminino,Verde,Ruivo,Estrangulamento,Casa,Negra,Classe Alta,Roberto Chimarildo Tomáz
12,20.66,1.75,53.26,Masculino,Azul,Castanho,Contusão,Casa,Branca,Classe Alta,Desconhecido
1196,18.18,1.81,56.62,Masculino,Castanho,Castanho,Contusão,Trabalho,Parda,Classe Alta,Desconhecido
546,25.91,1.86,50.95,Feminino,Castanho,Ruivo,Contusão,Escola,Negra,Classe Baixa,Desconhecido
845,29.2,1.67,53.18,Feminino,Azul,Castanho,Envenenamento,Rua,Amarela,Classe Média,Desconhecido
1335,24.04,1.55,37.13,Masculino,Azul,Ruivo,Esfaqueamento,Rua,Branca,Classe Média,ElBigodon Camacho
1202,19.68,1.83,66.09,Feminino,Azul,Loiro,Esfaqueamento,Trabalho,Parda,Classe Baixa,Desconhecido
931,18.29,1.54,81.68,Feminino,Castanho,Castanho,Esfaqueamento,Trabalho,Parda,Classe Alta,Desconhecido
901,37.36,1.79,75.69,Feminino,Preto,Ruivo,Contusão,Escola,Branca,Classe Alta,Desconhecido
506,16.45,1.62,88.78,Masculino,Preto,Preto,Estrangulamento,Trabalho,Negra,Classe Média,Desconhecido
418,41.86,1.69,85.2,Feminino,Verde,Loiro,Contusão,Trabalho,Amarela,Classe Alta,Desconhecido
289,13.98,1.65,85.65,Feminino,Verde,Loiro,Estrangulamento,Rua,Branca,Classe Baixa,Desconhecido
1411,13.81,1.51,43.9,Masculino,Azul,Loiro,Esfaqueamento,Rua,Branca,Classe Média,ElBigodon Camacho
1723,59.53,1.77,76.65,Feminino,Castanho,Ruivo,Estrangulamento,Casa,Parda,Classe Alta,Roberto Chimarildo Tomáz
1669,21.92,1.82,35.49,Feminino,Verde,Castanho,Estrangulamento,Casa,Parda,Classe Alta,Roberto Chimarildo Tomáz
1629,22.67,1.75,76.87,Feminino,Castanho,Ruivo,Estrangulamento,Casa,Parda,Classe Baixa,Roberto Chimarildo Tomáz
196,13.33,1.83,87.37,Masculino,Azul,Preto,Envenenamento,Trabalho,Negra,Classe Alta,Desconhecido
367,23.57,1.47,35.73,Masculino,Castanho,Loiro,Contusão,Trabalho,Amarela,Classe Baixa,Desconhecido
57,33.24,1.69,58.05,Feminino,Preto,Loiro,Estrangulamento,Casa,Negra,Classe Baixa,Desconhecido
452,55.44,1.47,68.56,Feminino,Castanho,Castanho,Contusão,Casa,Branca,Classe Média,Desconhecido
699,26.24,1.73,72.68,Masculino,Verde,Castanho,Envenenamento,Casa,Negra,Classe Baixa,Desconhecido
1747,22.74,1.79,74.28,Feminino,Verde,Ruivo,Estrangulamento,Casa,Branca,Classe Baixa,Roberto Chimarildo Tomáz
730,12.76,1.73,87.56,Masculino,Preto,Castanho,Contusão,Trabalho,Amarela,Classe Alta,Desconhecido
182,17.22,1.75,48.77,Masculino,Verde,Ruivo,Contusão,Escola,Branca,Classe Alta,Desconhecido
703,45.81,1.78,46.3,Feminino,Castanho,Preto,Contusão,Casa,Parda,Classe Baixa,Desconhecido
1659,31.05,1.77,86.03,Feminino,Verde,Ruivo,Estrangulamento,Casa,Negra,Classe Média,Roberto Chimarildo Tomáz
1290,14.96,1.43,40.94,Masculino,Azul,Loiro,Esfaqueamento,Rua,Branca,Classe Baixa,ElBigodon Camacho
1681,42.91,1.74,85.58,Feminino,Verde,Ruivo,Estrangulamento,Casa,Parda,Classe Alta,Roberto Chimarildo Tomáz
1248,23.49,1.58,40.41,Masculino,Azul,Loiro,Esfaqueamento,Rua,Branca,Classe Média,ElBigodon Camacho
847,17.9,1.84,48.58,Masculino,Preto,Preto,Estrangulamento,Casa,Parda,Classe Baixa,Desconhecido
1602,37.07,1.67,86.84,Masculino,Castanho,Preto,Envenenamento,Casa,Parda,Classe Alta,Coringon de le pinheirinho Silva
1488,34.16,1.77,62.21,Feminino,Castanho,Preto,Envenenamento,Casa,Parda,Classe Média,Coringon de le pinheirinho Silva
1369,17.58,1.59,46.23,Masculino,Azul,Loiro,Esfaqueamento,Rua,Parda,Classe Média,ElBigodon Camacho
1223,19.81,1.51,35.35,Masculino,Azul,Loiro,Estrangulamento,Trabalho,Branca,Classe Média,ElBigodon Camacho
691,27.65,1.78,74.9,Masculino,Castanho,Loiro,Envenenamento,Trabalho,Parda,Classe Alta,Desconhecido
587,53.45,1.68,80.95,Masculino,Preto,Loiro,Esfaqueamento,Casa,Amarela,Classe Média,Desconhecido
1775,27.96,1.89,76.69,Feminino,Verde,Ruivo,Envenenamento,Casa,Branca,Classe Alta,Roberto Chimarildo Tomáz
197,24.73,1.76,74.01,Feminino,Azul,Preto,Esfaqueamento,Escola,Amarela,Classe Alta,Desconhecido
915,50.99,1.75,85.67,Feminino,Castanho,Loiro,Estrangulamento,Rua,Parda,Classe Alta,Desconhecido
646,33.98,1.88,47.3,Feminino,Castanho,Loiro,Envenenamento,Casa,Branca,Classe Baixa,Desconhecido
1085,40.22,1.73,55.25,Feminino,Verde,Castanho,Estrangulamento,Casa,Parda,Classe Baixa,Desconhecido
565,55.24,1.64,42.48,Feminino,Verde,Castanho,Envenenamento,Rua,Parda,Classe Baixa,Desconhecido
515,51.06,1.9,52.41,Masculino,Verde,Castanho,Envenenamento,Escola,Amarela,Classe Baixa,Desconhecido
674,52.95,1.86,76.37,Masculino,Verde,Loiro,Esfaqueamento,Rua,Parda,Classe Baixa,Desconhecido
1240,21.55,1.58,44.46,Masculino,Azul,Loiro,Esfaqueamento,Rua,Branca,Classe Média,ElBigodon Camacho
1003,27.46,1.63,35.31,Masculino,Verde,Loiro,Esfaqueamento,Rua,Amarela,Classe Média,Desconhecido
1050,46.14,1.76,35.64,Feminino,Verde,Ruivo,Estrangulamento,Casa,Negra,Classe Média,Desconhecido
909,15.24,1.54,67.17,Feminino,Castanho,Ruivo,Estrangulamento,Rua,Parda,Classe Média,Desconhecido
224,59.72,1.41,48.0,Masculino,Castanho,Preto,Envenenamento,Rua,Negra,Classe Baixa,Desconhecido
602,17.33,1.86,53.24,Feminino,Castanho,Castanho,Envenenamento,Trabalho,Negra,Classe Alta,Desconhecido
960,10.93,1.55,68.36,Masculino,Preto,Castanho,Esfaqueamento,Trabalho,Branca,Classe Baixa,Desconhecido
39,49.97,1.5,60.61,Masculino,Preto,Preto,Estrangulamento,Trabalho,Parda,Classe Baixa,Desconhecido
48,50.37,1.5,86.86,Masculino,Preto,Preto,Esfaqueamento,Trabalho,Branca,Classe Média,Desconhecido
1668,32.06,1.83,84.3,Feminino,Verde,Ruivo,Estrangulamento,Casa,Negra,Classe Alta,Roberto Chimarildo Tomáz
1399,15.86,1.61,38.87,Masculino,Azul,Loiro,Esfaqueamento,Casa,Branca,Classe Média,ElBigodon Camacho
1373,24.62,1.45,42.9,Masculino,Azul,Loiro,Contusão,Rua,Branca,Classe Baixa,ElBigodon Camacho
986,22.57,1.68,78.95,Feminino,Azul,Preto,Estrangulamento,Casa,Parda,Classe Média,Desconhecido
1165,43.06,1.57,73.71,Feminino,Castanho,Ruivo,Esfaqueamento,Rua,Parda,Classe Média,Desconhecido
467,13.57,1.81,43.15,Feminino,Verde,Ruivo,Esfaqueamento,Casa,Branca,Classe Baixa,Desconhecido
1697,23.04,1.46,75.57,Masculino,Verde,Ruivo,Estrangulamento,Casa,Amarela,Classe Alta,Roberto Chimarildo Tomáz
888,54.71,1.42,60.59,Feminino,Preto,Castanho,Esfaqueamento,Escola,Parda,Classe Baixa,Desconhecido
998,10.32,1.61,30.04,Masculino,Preto,Ruivo,Estrangulamento,Trabalho,Parda,Classe Média,Desconhecido
1351,18.62,1.6,44.64,Masculino,Azul,Loiro,Esfaqueamento,Rua,Branca,Classe Média,ElBigodon Camacho
1606,46.13,1.6,56.64,Feminino,Castanho,Preto,Envenenamento,Casa,Parda,Classe Média,Coringon de le pinheirinho Silva
700,55.24,1.84,56.73,Feminino,Verde,Loiro,Estrangulamento,Escola,Parda,Classe Alta,Desconhecido
254,28.46,1.83,78.82,Masculino,Preto,Preto,Esfaqueamento,Rua,Amarela,Classe Baixa,Desconhecido
992,11.78,1.66,65.62,Feminino,Azul,Castanho,Estrangulamento,Rua,Amarela,Classe Média,Desconhecido
667,37.29,1.53,55.06,Feminino,Castanho,Castanho,Estrangulamento,Rua,Amarela,Classe Alta,Desconhecido
1136,34.82,1.48,64.8,Feminino,Verde,Preto,Contusão,Rua,Parda,Classe Alta,Desconhecido
850,37.36,1.55,82.22,Masculino,Castanho,Castanho,Contusão,Casa,Parda,Classe Baixa,Desconhecido
219,45.42,1.8,37.83,Masculino,Verde,Preto,Estrangulamento,Rua,Branca,Classe Média,Desconhecido
1436,45.46,1.76,67.21,Masculino,Castanho,Preto,Envenenamento,Trabalho,Parda,Classe Média,Coringon de le pinheirinho Silva
824,27.49,1.62,59.77,Masculino,Azul,Preto,Estrangulamento,Escola,Parda,Classe Média,Desconhecido
155,44.09,1.84,68.83,Masculino,Azul,Castanho,Esfaqueamento,Casa,Negra,Classe Alta,Desconhecido
1440,19.63,1.76,55.81,Feminino,Preto,Loiro,Envenenamento,Casa,Parda,Classe Média,Coringon de le pinheirinho Silva
1618,31.15,1.89,85.6,Feminino,Verde,Ruivo,Estrangulamento,Casa,Branca,Classe Alta,Roberto Chimarildo Tomáz
485,31.87,1.54,81.58,Feminino,Azul,Preto,Esfaqueamento,Escola,Branca,Classe Alta,Desconhecido
1640,31.34,1.72,76.52,Feminino,Verde,Ruivo,Estrangulamento,Rua,Parda,Classe Alta,Roberto Chimarildo Tomáz
832,57.11,1.66,87.2,Feminino,Verde,Preto,Envenenamento,Trabalho,Branca,Classe Alta,Desconhecido
1110,32.21,1.62,53.84,Feminino,Azul,Castanho,Envenenamento,Trabalho,Amarela,Classe Alta,Desconhecido
294,38.44,1.63,74.89,Masculino,Verde,Preto,Envenenamento,Escola,Branca,Classe Média,Desconhecido
245,47.56,1.74,43.23,Feminino,Castanho,Preto,Contusão,Casa,Parda,Classe Baixa,Desconhecido
681,16.15,1.72,59.79,Feminino,Preto,Ruivo,Esfaqueamento,Rua,Parda,Classe Alta,Desconhecido
785,15.1,1.52,39.02,Masculino,Verde,Loiro,Envenenamento,Casa,Parda,Classe Baixa,Desconhecido
773,45.48,1.8,43.39,Masculino,Verde,Ruivo,Esfaqueamento,Casa,Parda,Classe Alta,Desconhecido
291,35.79,1.47,68.15,Masculino,Azul,Loiro,Envenenamento,Rua,Amarela,Classe Alta,Desconhecido
495,24.77,1.87,82.81,Feminino,Azul,Loiro,Contusão,Casa,Branca,Classe Média,Desconhecido
564,51.41,1.72,62.37,Masculino,Castanho,Castanho,Contusão,Trabalho,Amarela,Classe Alta,Desconhecido
1419,33.29,1.69,57.41,Feminino,Castanho,Preto,Envenenamento,Casa,Parda,Classe Alta,Coringon de le pinheirinho Silva
486,28.55,1.81,48.68,Feminino,Preto,Ruivo,Estrangulamento,Trabalho,Negra,Classe Baixa,Desconhecido
28,51.86,1.66,51.47,Feminino,Castanho,Ruivo,Esfaqueamento,Casa,Amarela,Classe Alta,Desconhecido
1522,41.92,1.73,66.94,Masculino,Castanho,Preto,Envenenamento,Escola,Parda,Classe Média,Coringon de le pinheirinho Silva
134,14.75,1.48,68.64,Masculino,Preto,Castanho,Esfaqueamento,Rua,Amarela,Classe Baixa,Desconhecido
1217,16.87,1.54,36.84,Feminino,Azul,Loiro,Esfaqueamento,Rua,Amarela,Classe Média,ElBigodon Camacho
1650,21.9,1.88,82.93,Feminino,Castanho,Ruivo,Estrangulamento,Casa,Parda,Classe Alta,Roberto Chimarildo Tomáz
1026,24.95,1.81,61.62,Masculino,Azul,Ruivo,Envenenamento,Rua,Amarela,Classe Alta,Desconhecido
1158,29.23,1.56,88.25,Feminino,Azul,Castanho,Contusão,Rua,Amarela,Classe Média,Desconhecido
613,16.78,1.87,78.83,Feminino,Azul,Preto,Contusão,Casa,Amarela,Classe Baixa,Desconhecido
1211,17.26,1.45,35.36,Masculino,Verde,Loiro,Esfaqueamento,Rua,Branca,Classe Média,ElBigodon Camacho
499,16.21,1.44,60.43,Feminino,Castanho,Loiro,Esfaqueamento,Trabalho,Negra,Classe Média,Desconhecido
1263,41.46,1.51,39.62,Masculino,Verde,Loiro,Esfaqueamento,Rua,Branca,Classe Média,ElBigodon Camacho
1579,38.16,1.76,53.42,Masculino,Castanho,Castanho,Envenenamento,Casa,Parda,Classe Alta,Coringon de le pinheirinho Silva
1237,11.35,1.71,41.1,Masculino,Azul,Loiro,Esfaqueamento,Rua,Branca,Classe Média,ElBigodon Camacho
320,43.37,1.42,43.15,Feminino,Castanho,Loiro,Estrangulamento,Rua,Negra,Classe Alta,Desconhecido
1037,52.1,1.72,80.91,Feminino,Castanho,Loiro,Esfaqueamento,Casa,Branca,Classe Alta,Desconhecido
1632,21.54,1.44,79.89,Feminino,Verde,Ruivo,Esfaqueamento,Casa,Amarela,Classe Baixa,Roberto Chimarildo Tomáz
225,29.88,1.62,45.61,Masculino,Verde,Ruivo,Esfaqueamento,Trabalho,Parda,Classe Alta,Desconhecido
865,50.74,1.66,81.85,Masculino,Preto,Preto,Envenenamento,Trabalho,Parda,Classe Baixa,Desconhecido
571,23.61,1.72,89.34,Feminino,Azul,Ruivo,Esfaqueamento,Trabalho,Branca,Classe Baixa,Desconhecido
823,21.82,1.89,49.09,Feminino,Preto,Ruivo,Esfaqueamento,Escola,Negra,Classe Alta,Desconhecido
1306,42.81,1.55,40.75,Feminino,Azul,Loiro,Esfaqueamento,Rua,Branca,Classe Média,ElBigodon Camacho
69,50.83,1.57,44.99,Feminino,Castanho,Loiro,Envenenamento,Casa,Parda,Classe Média,Desconhecido
345,37.79,1.43,66.16,Masculino,Preto,Castanho,Esfaqueamento,Escola,Negra,Classe Baixa,Desconhecido
1824,24.46,1.76,73.43,Feminino,Verde,Ruivo,Esfaqueamento,Casa,Branca,Classe Alta,Roberto Chimarildo Tomáz
1520,36.31,1.61,51.79,Masculino,Castanho,Preto,Envenenamento,Casa,Parda,Classe Média,Coringon de le pinheirinho Silva
1439,39.73,1.74,60.18,Feminino,Castanho,Preto,Envenenamento,Casa,Negra,Classe Média,Coringon de le pinheirinho Silva
403,46.13,1.58,73.36,Masculino,Verde,Loiro,Contusão,Rua,Branca,Classe Alta,Desconhecido
562,32.24,1.54,78.41,Masculino,Azul,Preto,Esfaqueamento,Trabalho,Branca,Classe Média,Desconhecido
1139,20.77,1.63,44.28,Masculino,Verde,Preto,Esfaqueamento,Escola,Parda,Classe Alta,Desconhecido
592,26.73,1.86,41.28,Masculino,Verde,Loiro,Contusão,Trabalho,Amarela,Classe Alta,Desconhecido
530,13.27,1.51,67.65,Masculino,Verde,Loiro,Envenenamento,Rua,Parda,Classe Baixa,Desconhecido
1145,53.27,1.58,54.24,Masculino,Azul,Castanho,Envenenamento,Escola,Branca,Classe Média,Desconhecido
317,28.47,1.51,89.58,Feminino,Verde,Preto,Estrangulamento,Rua,Amarela,Classe Baixa,Desconhecido
1558,13.05,1.72,57.7,Feminino,Castanho,Preto,Envenenamento,Casa,Parda,Classe Média,Coringon de le pinheirinho Silva
1620,48.0,1.89,80.67,Feminino,Verde,Ruivo,Estrangulamento,Rua,Parda,Classe Alta,Roberto Chimarildo Tomáz
397,55.01,1.73,47.64,Masculino,Azul,Preto,Envenenamento,Trabalho,Amarela,Classe Baixa,Desconhecido
962,27.28,1.54,79.5,Feminino,Preto,Loiro,Esfaqueamento,Rua,Parda,Classe Média,Desconhecido
1521,46.21,1.59,64.0,Masculino,Castanho,Preto,Envenenamento,Casa,Parda,Classe Média,Coringon de le pinheirinho Silva
1106,19.78,1.67,60.52,Feminino,Azul,Loiro,Envenenamento,Casa,Amarela,Classe Média,Desconhecido
1115,44.3,1.76,67.7,Masculino,Preto,Castanho,Esfaqueamento,Trabalho,Parda,Classe Baixa,Desconhecido
412,59.42,1.5,84.18,Masculino,Azul,Preto,Esfaqueamento,Casa,Parda,Classe Média,Desconhecido
708,12.83,1.6,80.82,Feminino,Verde,Castanho,Estrangulamento,Casa,Negra,Classe Alta,Desconhecido
347,59.3,1.57,31.02,Feminino,Verde,Castanho,Envenenamento,Trabalho,Amarela,Classe Alta,Desconhecido
1384,24.36,1.6,34.98,Masculino,Azul,Loiro,Esfaqueamento,Rua,Branca,Classe Alta,ElBigodon Camacho
555,32.99,1.69,88.9,Feminino,Verde,Preto,Contusão,Trabalho,Amarela,Classe Alta,Desconhecido
1191,20.24,1.8,37.35,Feminino,Preto,Ruivo,Envenenamento,Casa,Amarela,Classe Alta,Desconhecido
1536,32.02,1.67,65.06,Masculino,Castanho,Preto,Envenenamento,Casa,Parda,Classe Média,Coringon de le pinheirinho Silva
826,16.93,1.74,36.53,Masculino,Verde,Ruivo,Contusão,Casa,Branca,Classe Baixa,Desconhecido
925,19.24,1.49,62.42,Feminino,Azul,Preto,Contusão,Rua,Negra,Classe Alta,Desconhecido
279,25.62,1.47,49.11,Masculino,Verde,Castanho,Contusão,Escola,Branca,Classe Baixa,Desconhecido
119,49.22,1.47,30.08,Feminino,Castanho,Loiro,Contusão,Trabalho,Branca,Classe Alta,Desconhecido
970,16.1,1.43,79.2,Feminino,Verde,Preto,Estrangulamento,Escola,Parda,Classe Média,Desconhecido
1119,46.2,1.7,47.73,Feminino,Azul,Ruivo,Esfaqueamento,Casa,Parda,Classe Média,Desconhecido
849,55.15,1.62,37.89,Feminino,Verde,Preto,Estrangulamento,Rua,Negra,Classe Baixa,Desconhecido
448,20.06,1.48,46.79,Masculino,Verde,Loiro,Contusão,Trabalho,Negra,Classe Baixa,Desconhecido
500,27.57,1.46,84.08,Feminino,Castanho,Loiro,Esfaqueamento,Escola,Branca,Classe Baixa,Desconhecido
1752,12.46,1.89,78.87,Feminino,Verde,Ruivo,Estrangulamento,Casa,Parda,Classe Alta,Roberto Chimarildo Tomáz
631,44.31,1.59,81.91,Masculino,Preto,Ruivo,Esfaqueamento,Trabalho,Amarela,Classe Baixa,Desconhecido
