,Idade,Altura,Peso,Sexo,Cor dos Olhos,Cor do Cabelo,Causa Morte,Local Morte,Raça,Classe Social,Serial Killer
1415,59.32,1.72,42.65,Feminino,Preto,Castanho,Envenenamento,Casa,Amarela,Classe Média,Desconhecido
2177,24.86,1.76,83.3,Feminino,Verde,Ruivo,Estrangulamento,Casa,Negra,Classe Média,Roberto Chimarildo Tomáz
2008,44.15,1.59,53.52,Feminino,Castanho,Preto,Envenenamento,Casa,Parda,Classe Média,Coringon de le pinheirinho Silva
2096,30.42,1.8,86.47,Feminino,Verde,Ruivo,Estrangulamento,Trabalho,Negra,Classe Média,Roberto Chimarildo Tomáz
98,26.35,1.68,39.18,Feminino,Azul,Ruivo,Envenenamento,Rua,Amarela,Classe Média,Desconhecido
1489,14.26,1.75,51.64,Feminino,Castanho,Castanho,Estrangulamento,Trabalho,Parda,Classe Alta,Desconhecido
477,44.66,1.83,41.97,Feminino,Verde,Loiro,Contusão,Rua,Parda,Classe Baixa,Desconhecido
1985,38.06,1.65,58.71,Feminino,Castanho,Preto,Envenenamento,Casa,Parda,Classe Média,Coringon de le pinheirinho Silva
803,11.0,1.77,60.78,Masculino,Castanho,Loiro,Envenenamento,Trabalho,Negra,Classe Média,Desconhecido
694,31.46,1.41,71.14,Feminino,Castanho,Ruivo,Estrangulamento,Rua,Parda,Classe Média,Desconhecido
769,50.48,1.89,62.43,Feminino,Preto,Castanho,Estrangulamento,Casa,Negra,Classe Baixa,Desconhecido
1295,14.1,1.73,71.51,Masculino,Castanho,Castanho,Contusão,Escola,Branca,Classe Média,Desconhecido
129,52.61,1.89,88.09,Feminino,Preto,Preto,Esfaqueamento,Trabalho,Amarela,Classe Alta,Desconhecido
991,24.99,1.78,87.96,Masculino,Castanho,Ruivo,Esfaqueamento,Escola,Negra,Classe Média,Desconhecido
308,40.0,1.49,79.21,Masculino,Castanho,Ruivo,Contusão,Trabalho,Negra,Classe Alta,Desconhecido
1375,53.58,1.49,61.58,Masculino,Preto,Preto,Contusão,Rua,Parda,Classe Baixa,Desconhecido
1778,18.8,1.46,35.29,Masculino,Azul,Loiro,Esfaqueamento,Rua,Branca,Classe Média,ElBigodon Camacho
931,30.68,1.62,50.13,Feminino,Preto,Castanho,Envenenamento,Trabalho,Branca,Classe Média,Desconhecido
273,20.88,1.43,84.91,Feminino,Azul,Castanho,Envenenamento,Rua,Branca,Classe Alta,Desconhecido
185,21.8,1.77,53.41,Feminino,Verde,Loiro,Estrangulamento,Trabalho,Parda,Classe Alta,Desconhecido
1185,23.26,1.42,36.7,Masculino,Preto,Loiro,Envenenamento,Trabalho,Branca,Classe Baixa,Desconhecido
161,18.08,1.73,73.02,Masculino,Verde,Castanho,Estrangulamento,Casa,Parda,Classe Média,Desconhecido
1930,43.84,1.64,57.34,Feminino,Azul,Preto,Envenenamento,Casa,Parda,Classe Média,Coringon de le pinheirinho Silva
1291,16.11,1.61,86.64,Masculino,Verde,Preto,Estrangulamento,Trabalho,Amarela,Classe Média,Desconhecido
103,14.71,1.72,87.07,Feminino,Preto,Ruivo,Envenenamento,Trabalho,Amarela,Classe Média,Desconhecido
873,23.76,1.82,36.08,Masculino,Preto,Loiro,Envenenamento,Trabalho,Amarela,Classe Média,Desconhecido
540,12.28,1.73,32.92,Feminino,Azul,Castanho,Contusão,Rua,Negra,Classe Baixa,Desconhecido
1218,50.39,1.46,66.68,Feminino,Castanho,Loiro,Envenenamento,Casa,Parda,Classe Média,Desconhecido
1345,37.45,1.44,47.96,Masculino,Preto,Preto,Envenenamento,Trabalho,Parda,Classe Alta,Desconhecido
2158,25.09,1.49,81.16,Feminino,Verde,Ruivo,Estrangulamento,Casa,Branca,Classe Alta,Roberto Chimarildo Tomáz
155,13.9,1.76,41.28,Masculino,Castanho,Preto,Contusão,Rua,Amarela,Classe Média,Desconhecido
188,50.29,1.41,54.72,Feminino,Azul,Castanho,Estrangulamento,Escola,Negra,Classe Média,Desconhecido
1490,23.91,1.89,80.96,Feminino,Preto,Loiro,Envenenamento,Trabalho,Parda,Classe Baixa,Desconhecido
755,47.0,1.83,65.94,Masculino,Castanho,Loiro,Envenenamento,Escola,Negra,Classe Alta,Desconhecido
527,36.74,1.67,61.39,Masculino,Verde,Castanho,Esfaqueamento,Trabalho,Branca,Classe Alta,Desconhecido
337,57.87,1.6,73.05,Masculino,Verde,Castanho,Contusão,Casa,Parda,Classe Baixa,Desconhecido
1517,31.57,1.69,55.98,Feminino,Castanho,Castanho,Estrangulamento,Rua,Branca,Classe Média,Desconhecido
1734,14.71,1.53,35.26,Masculino,Azul,Loiro,Esfaqueamento,Casa,Branca,Classe Média,ElBigodon Camacho
1074,19.55,1.58,47.34,Masculino,Verde,Loiro,Contusão,Escola,Negra,Classe Alta,Desconhecido
871,45.92,1.53,54.73,Feminino,Verde,Loiro,Esfaqueamento,Rua,Parda,Classe Média,Desconhecido
856,57.84,1.83,87.2,Masculino,Azul,Preto,Contusão,Rua,Negra,Classe Média,Desconhecido
744,25.65,1.71,39.68,Feminino,Castanho,Loiro,Estrangulamento,Escola,Negra,Classe Média,Desconhecido
1941,35.39,1.76,63.36,Masculino,Verde,Preto,Envenenamento,Trabalho,Parda,Classe Média,Coringon de le pinheirinho Silva
736,16.44,1.71,47.52,Feminino,Azul,Loiro,Estrangulamento,Trabalho,Branca,Classe Alta,Desconhecido
215,52.05,1.75,59.99,Masculino,Verde,Ruivo,Estrangulamento,Rua,Negra,Classe Baixa,Desconhecido
259,24.77,1.51,30.96,Masculino,Azul,Castanho,Contusão,Trabalho,Negra,Classe Média,Desconhecido
1255,38.55,1.47,76.88,Feminino,Azul,Preto,Envenenamento,Casa,Parda,Classe Média,Desconhecido
366,32.25,1.87,33.9,Feminino,Preto,Ruivo,Envenenamento,Casa,Amarela,Classe Baixa,Desconhecido
1199,26.8,1.62,40.45,Masculino,Castanho,Ruivo,Envenenamento,Trabalho,Parda,Classe Alta,Desconhecido
310,36.04,1.65,60.67,Feminino,Azul,Loiro,Esfaqueamento,Trabalho,Negra,Classe Média,Desconhecido
1707,19.09,1.48,33.26,Masculino,Azul,Loiro,Contusão,Rua,Amarela,Classe Média,ElBigodon Camacho
1441,38.3,1.5,45.58,Masculino,Castanho,Loiro,Estrangulamento,Rua,Negra,Classe Média,Desconhecido
1805,54.64,1.57,35.9,Masculino,Azul,Loiro,Esfaqueamento,Rua,Branca,Classe Média,ElBigodon Camacho
2159,29.25,1.9,84.55,Feminino,Verde,Ruivo,Contusão,Casa,Amarela,Classe Alta,Roberto Chimarildo Tomáz
878,30.49,1.73,79.35,Feminino,Preto,Loiro,Contusão,Rua,Amarela,Classe Baixa,Desconhecido
1784,17.2,1.6,35.66,Masculino,Verde,Loiro,Esfaqueamento,Rua,Branca,Classe Média,ElBigodon Camacho
1122,55.4,1.7,89.19,Masculino,Castanho,Loiro,Envenenamento,Rua,Parda,Classe Alta,Desconhecido
179,24.96,1.48,70.0,Masculino,Verde,Ruivo,Estrangulamento,Trabalho,Negra,Classe Alta,Desconhecido
2026,38.37,1.68,54.19,Feminino,Castanho,Preto,Envenenamento,Casa,Parda,Classe Alta,Coringon de le pinheirinho Silva
1926,50.55,1.65,57.74,Feminino,Castanho,Castanho,Envenenamento,Casa,Parda,Classe Média,Coringon de le pinheirinho Silva
1578,28.74,1.4,67.77,Masculino,Castanho,Castanho,Estrangulamento,Rua,Branca,Classe Média,Desconhecido
1623,11.81,1.81,77.73,Feminino,Preto,Ruivo,Esfaqueamento,Escola,Parda,Classe Baixa,Desconhecido
24,17.94,1.43,39.06,Feminino,Azul,Ruivo,Contusão,Casa,Amarela,Classe Alta,Desconhecido
49,30.54,1.79,43.22,Masculino,Castanho,Ruivo,Estrangulamento,Trabalho,Negra,Classe Baixa,Desconhecido
1324,13.87,1.78,73.44,Masculino,Castanho,Loiro,Envenenamento,Escola,Branca,Classe Alta,Desconhecido
2249,32.97,1.78,83.43,Feminino,Verde,Castanho,Estrangulamento,Trabalho,Negra,Classe Média,Roberto Chimarildo Tomáz
1418,58.67,1.85,64.91,Masculino,Verde,Preto,Contusão,Escola,Negra,Classe Baixa,Desconhecido
1905,23.55,1.53,46.16,Masculino,Azul,Loiro,Esfaqueamento,Rua,Branca,Classe Baixa,ElBigodon Camacho
1210,14.42,1.64,76.06,Masculino,Azul,Loiro,Estrangulamento,Rua,Negra,Classe Alta,Desconhecido
1371,52.06,1.6,50.08,Feminino,Azul,Loiro,Contusão,Casa,Negra,Classe Média,Desconhecido
520,53.8,1.57,71.86,Masculino,Preto,Preto,Contusão,Casa,Amarela,Classe Baixa,Desconhecido
306,15.29,1.56,58.21,Masculino,Verde,Preto,Envenenamento,Trabalho,Parda,Classe Média,Desconhecido
434,35.19,1.5,54.93,Masculino,Castanho,Preto,Estrangulamento,Escola,Amarela,Classe Média,Desconhecido
936,38.73,1.46,67.79,Feminino,Azul,Loiro,Envenenamento,Escola,Branca,Classe Baixa,Desconhecido
315,30.35,1.51,32.04,Masculino,Azul,Loiro,Estrangulamento,Rua,Negra,Classe Alta,Desconhecido
2094,19.92,1.83,73.56,Feminino,Verde,Ruivo,Estrangulamento,Casa,Negra,Classe Alta,Roberto Chimarildo Tomáz
208,44.39,1.72,77.19,Masculino,Castanho,Castanho,Esfaqueamento,Escola,Negra,Classe Média,Desconhecido
633,15.94,1.43,79.86,Feminino,Azul,Ruivo,Envenenamento,Rua,Branca,Classe Média,Desconhecido
679,16.68,1.68,46.68,Masculino,Preto,Castanho,Contusão,Escola,Amarela,Classe Alta,Desconhecido
634,48.39,1.42,82.0,Masculino,Castanho,Preto,Contusão,Casa,Branca,Classe Alta,Desconhecido
395,37.68,1.5,43.25,Masculino,Castanho,Preto,Contusão,Escola,Negra,Classe Baixa,Desconhecido
918,53.03,1.77,56.96,Feminino,Azul,Ruivo,Envenenamento,Casa,Parda,Classe Média,Desconhecido
1211,49.06,1.76,58.1,Masculino,Castanho,Ruivo,Contusão,Escola,Parda,Classe Alta,Desconhecido
1812,19.83,1.43,44.03,Masculino,Preto,Loiro,Esfaqueamento,Rua,Branca,Classe Média,ElBigodon Camacho
1913,33.92,1.65,54.01,Feminino,Castanho,Preto,Envenenamento,Rua,Parda,Classe Média,Coringon de le pinheirinho Silva
403,42.44,1.62,56.53,Masculino,Azul,Preto,Esfaqueamento,Trabalho,Branca,Classe Alta,Desconhecido
388,14.46,1.73,41.99,Masculino,Azul,Preto,Envenenamento,Rua,Amarela,Classe Baixa,Desconhecido
99,26.89,1.75,41.57,Masculino,Verde,Castanho,Contusão,Rua,Branca,Classe Baixa,Desconhecido
719,45.22,1.67,52.76,Feminino,Castanho,Castanho,Estrangulamento,Escola,Branca,Classe Baixa,Desconhecido
1406,14.51,1.68,30.24,Masculino,Azul,Ruivo,Contusão,Rua,Amarela,Classe Média,Desconhecido
1763,15.66,1.43,39.01,Masculino,Azul,Loiro,Estrangulamento,Rua,Branca,Classe Média,ElBigodon Camacho
1012,26.79,1.5,50.43,Feminino,Azul,Ruivo,Estrangulamento,Rua,Branca,Classe Baixa,Desconhecido
2193,44.58,1.89,42.34,Feminino,Verde,Ruivo,Estrangulamento,Casa,Amarela,Classe Alta,Roberto Chimarildo Tomáz
464,16.59,1.51,48.13,Feminino,Azul,Castanho,Contusão,Rua,Branca,Classe Média,Desconhecido
1351,18.52,1.41,79.03,Masculino,Castanho,Preto,Envenenamento,Trabalho,Negra,Classe Baixa,Desconhecido
791,25.13,1.7,69.56,Feminino,Azul,Loiro,Contusão,Escola,Negra,Classe Média,Desconhecido
1710,14.61,1.5,34.04,Masculino,Azul,Loiro,Esfaqueamento,Rua,Amarela,Classe Baixa,ElBigodon Camacho
177,45.14,1.59,35.59,Feminino,Azul,Castanho,Contusão,Rua,Amarela,Classe Baixa,Desconhecido
1376,16.95,1.54,37.33,Masculino,Verde,Castanho,Envenenamento,Trabalho,Amarela,Classe Baixa,Desconhecido
2033,34.08,1.73,64.52,Feminino,Castanho,Castanho,Contusão,Casa,Parda,Classe Média,Coringon de le pinheirinho Silva
141,51.67,1.82,82.84,Feminino,Preto,Castanho,Esfaqueamento,Rua,Branca,Classe Baixa,Desconhecido
2199,26.46,1.77,78.92,Feminino,Verde,Ruivo,Estrangulamento,Casa,Parda,Classe Alta,Roberto Chimarildo Tomáz
1250,51.57,1.56,66.32,Feminino,Verde,Loiro,Estrangulamento,Casa,Branca,Classe Alta,Desconhecido
1246,46.3,1.53,65.46,Feminino,Preto,Loiro,Contusão,Trabalho,Amarela,Classe Baixa,Desconhecido
568,46.61,1.56,46.25,Masculino,Preto,Loiro,Envenenamento,Casa,Amarela,Classe Baixa,Desconhecido
785,25.75,1.61,84.81,Masculino,Preto,Loiro,Esfaqueamento,Casa,Amarela,Classe Alta,Desconhecido
519,39.84,1.88,65.55,Feminino,Preto,Castanho,Esfaqueamento,Trabalho,Parda,Classe Alta,Desconhecido
442,22.06,1.89,63.88,Feminino,Castanho,Ruivo,Estrangulamento,Casa,Amarela,Classe Baixa,Desconhecido
120,55.68,1.77,69.38,Feminino,Verde,Preto,Envenenamento,Escola,Negra,Classe Alta,Desconhecido
2097,46.15,1.88,81.39,Feminino,Verde,Preto,Estrangulamento,Casa,Amarela,Classe Alta,Roberto Chimarildo Tomáz
935,40.7,1.59,49.29,Masculino,Verde,Castanho,Contusão,Casa,Negra,Classe Baixa,Desconhecido
1400,36.51,1.7,73.68,Feminino,Castanho,Castanho,Contusão,Casa,Amarela,Classe Baixa,Desconhecido
1055,59.41,1.85,72.25,Feminino,Preto,Loiro,Contusão,Trabalho,Negra,Classe Baixa,Desconhecido
1512,36.13,1.66,88.16,Feminino,Azul,Preto,Esfaqueamento,Rua,Branca,Classe Baixa,Desconhecido
839,57.73,1.56,87.44,Feminino,Castanho,Castanho,Estrangulamento,Rua,Negra,Classe Média,Desconhecido
123,20.13,1.54,32.59,Masculino,Castanho,Ruivo,Esfaqueamento,Casa,Negra,Classe Média,Desconhecido
61,50.93,1.52,58.39,Masculino,Castanho,Castanho,Envenenamento,Trabalho,Negra,Classe Média,Desconhecido
9,44.41,1.53,61.85,Masculino,Azul,Castanho,Contusão,Trabalho,Branca,Classe Média,Desconhecido
762,48.47,1.82,54.03,Masculino,Verde,Preto,Contusão,Escola,Amarela,Classe Baixa,Desconhecido
1895,17.36,1.6,36.46,Masculino,Azul,Loiro,Esfaqueamento,Rua,Branca,Classe Média,ElBigodon Camacho
2102,24.73,1.89,76.85,Feminino,Verde,Ruivo,Envenenamento,Casa,Parda,Classe Alta,Roberto Chimarildo Tomáz
1385,47.51,1.5,85.69,Masculino,Azul,Ruivo,Contusão,Trabalho,Parda,Classe Baixa,Desconhecido
842,46.55,1.83,77.84,Masculino,Azul,Castanho,Contusão,Escola,Branca,Classe Alta,Desconhecido
2256,20.81,1.88,79.5,Feminino,Verde,Preto,Estrangulamento,Casa,Branca,Classe Média,Roberto Chimarildo Tomáz
1633,28.59,1.8,33.43,Masculino,Castanho,Loiro,Estrangulamento,Rua,Amarela,Classe Baixa,Desconhecido
1937,17.29,1.77,64.25,Feminino,Castanho,Ruivo,Envenenamento,Casa,Parda,Classe Baixa,Coringon de le pinheirinho Silva
909,54.79,1.66,75.03,Masculino,Azul,Preto,Envenenamento,Escola,Branca,Classe Alta,Desconhecido
583,56.59,1.64,68.37,Feminino,Castanho,Ruivo,Estrangulamento,Rua,Branca,Classe Baixa,Desconhecido
291,44.64,1.72,63.18,Masculino,Verde,Loiro,Estrangulamento,Trabalho,Branca,Classe Baixa,Desconhecido
786,54.93,1.66,87.85,Masculino,Castanho,Castanho,Esfaqueamento,Escola,Branca,Classe Alta,Desconhecido
957,20.57,1.4,69.11,Masculino,Preto,Loiro,Contusão,Rua,Branca,Classe Baixa,Desconhecido
2119,26.37,1.84,78.19,Feminino,Verde,Ruivo,Estrangulamento,Casa,Amarela,Classe Alta,Roberto Chimarildo Tomáz
2225,28.14,1.87,83.76,Feminino,Verde,Ruivo,Estrangulamento,Casa,Branca,Classe Alta,Roberto Chimarildo Tomáz
144,10.8,1.46,56.17,Feminino,Preto,Preto,Estrangulamento,Escola,Amarela,Classe Média,Desconhecido
115,25.11,1.43,56.51,Masculino,Verde,Loiro,Estrangulamento,Escola,Negra,Classe Alta,Desconhecido
2132,21.25,1.71,75.07,Feminino,Verde,Ruivo,Estrangulamento,Casa,Branca,Classe Baixa,Roberto Chimarildo Tomáz
913,48.05,1.47,65.37,Feminino,Castanho,Castanho,Envenenamento,Casa,Amarela,Classe Alta,Desconhecido
2146,28.79,1.44,85.77,Feminino,Verde,Ruivo,Estrangulamento,Casa,Amarela,Classe Alta,Roberto Chimarildo Tomáz
2234,48.56,1.79,78.47,Feminino,Verde,Loiro,Estrangulamento,Casa,Negra,Classe Alta,Roberto Chimarildo Tomáz
813,31.83,1.45,62.8,Masculino,Castanho,Preto,Contusão,Trabalho,Negra,Classe Média,Desconhecido
533,41.55,1.64,71.94,Masculino,Preto,Castanho,Contusão,Trabalho,Parda,Classe Baixa,Desconhecido
1813,19.03,1.6,33.3,Masculino,Azul,Loiro,Esfaqueamento,Rua,Negra,Classe Média,ElBigodon Camacho
1372,52.01,1.6,71.23,Feminino,Azul,Ruivo,Esfaqueamento,Rua,Parda,Classe Média,Desconhecido
1388,21.84,1.61,76.99,Feminino,Azul,Loiro,Contusão,Escola,Negra,Classe Baixa,Desconhecido
1219,36.51,1.62,71.1,Feminino,Azul,Loiro,Estrangulamento,Escola,Branca,Classe Baixa,Desconhecido
2042,39.94,1.71,75.23,Masculino,Castanho,Preto,Envenenamento,Casa,Parda,Classe Média,Coringon de le pinheirinho Silva
637,59.56,1.51,88.5,Feminino,Verde,Ruivo,Estrangulamento,Escola,Branca,Classe Alta,Desconhecido
1596,43.05,1.53,83.09,Feminino,Castanho,Castanho,Esfaqueamento,Rua,Parda,Classe Alta,Desconhecido
574,37.42,1.42,59.53,Feminino,Castanho,Loiro,Esfaqueamento,Trabalho,Branca,Classe Alta,Desconhecido
2217,22.4,1.81,85.69,Feminino,Verde,Ruivo,Estrangulamento,Casa,Negra,Classe Alta,Roberto Chimarildo Tomáz
230,18.91,1.44,85.03,Masculino,Azul,Castanho,Envenenamento,Trabalho,Negra,Classe Alta,Desconhecido
530,40.42,1.44,32.69,Feminino,Castanho,Preto,Envenenamento,Escola,Parda,Classe Alta,Desconhecido
1702,14.08,1.72,45.85,Masculino,Castanho,Loiro,Esfaqueamento,Rua,Branca,Classe Média,ElBigodon Camacho
1672,51.04,1.66,54.47,Masculino,Azul,Ruivo,Envenenamento,Trabalho,Branca,Classe Baixa,Desconhecido
1934,59.32,1.68,57.11,Feminino,Castanho,Preto,Envenenamento,Casa,Parda,Classe Média,Coringon de le pinheirinho Silva
2244,27.32,1.61,75.36,Feminino,Verde,Ruivo,Estrangulamento,Casa,Amarela,Classe Alta,Roberto Chimarildo Tomáz
1830,17.79,1.56,30.54,Masculino,Azul,Loiro,Esfaqueamento,Rua,Branca,Classe Média,ElBigodon Camacho
810,27.02,1.75,46.57,Masculino,Castanho,Ruivo,Esfaqueamento,Trabalho,Parda,Classe Média,Desconhecido
1325,11.01,1.87,77.67,Feminino,Preto,Loiro,Envenenamento,Trabalho,Amarela,Classe Baixa,Desconhecido
242,23.92,1.87,77.99,Feminino,Castanho,Castanho,Estrangulamento,Casa,Parda,Classe Baixa,Desconhecido
1262,32.07,1.67,60.63,Feminino,Castanho,Ruivo,Contusão,Escola,Negra,Classe Alta,Desconhecido
1881,51.39,1.89,34.84,Masculino,Azul,Loiro,Esfaqueamento,Rua,Branca,Classe Média,ElBigodon Camacho
107,31.34,1.43,83.97,Masculino,Preto,Ruivo,Envenenamento,Rua,Negra,Classe Baixa,Desconhecido
1975,37.53,1.88,64.14,Feminino,Castanho,Preto,Envenenamento,Casa,Branca,Classe Média,Coringon de le pinheirinho Silva
2214,22.17,1.84,77.96,Masculino,Verde,Ruivo,Estrangulamento,Casa,Amarela,Classe Alta,Roberto Chimarildo Tomáz
1330,39.23,1.57,76.62,Feminino,Verde,Castanho,Contusão,Trabalho,Negra,Classe Média,Desconhecido
1719,57.53,1.56,62.02,Masculino,Verde,Loiro,Esfaqueamento,Casa,Branca,Classe Média,ElBigodon Camacho
941,34.23,1.87,74.63,Masculino,Preto,Loiro,Envenenamento,Trabalho,Branca,Classe Alta,Desconhecido
780,32.65,1.6,30.88,Feminino,Castanho,Ruivo,Esfaqueamento,Rua,Branca,Classe Baixa,Desconhecido
351,33.04,1.62,82.05,Feminino,Azul,Castanho,Esfaqueamento,Trabalho,Amarela,Classe Alta,Desconhecido
1916,42.91,1.76,53.26,Masculino,Castanho,Preto,Envenenamento,Rua,Parda,Classe Média,Coringon de le pinheirinho Silva
1737,21.06,1.56,41.58,Feminino,Azul,Loiro,Esfaqueamento,Rua,Branca,Classe Média,ElBigodon Camacho
92,48.02,1.66,68.91,Feminino,Verde,Castanho,Contusão,Casa,Parda,Classe Média,Desconhecido
648,31.69,1.89,73.87,Masculino,Preto,Preto,Contusão,Escola,Branca,Classe Baixa,Desconhecido
396,26.08,1.64,32.09,Feminino,Preto,Castanho,Envenenamento,Rua,Negra,Classe Média,Desconhecido
830,52.01,1.59,82.1,Masculino,Azul,Ruivo,Envenenamento,Rua,Branca,Classe Alta,Desconhecido
1082,29.08,1.85,68.78,Masculino,Azul,Ruivo,Estrangulamento,Casa,Negra,Classe Alta,Desconhecido
908,30.55,1.77,78.19,Feminino,Verde,Castanho,Contusão,Rua,Amarela,Classe Média,Desconhecido
1723,15.13,1.6,42.64,Masculino,Azul,Loiro,Esfaqueamento,Rua,Branca,Classe Alta,ElBigodon Camacho
671,16.07,1.53,36.89,Masculino,Castanho,Castanho,Estrangulamento,Escola,Amarela,Classe Baixa,Desconhecido
777,21.53,1.63,38.55,Feminino,Azul,Ruivo,Esfaqueamento,Casa,Branca,Classe Baixa,Desconhecido
912,50.15,1.67,58.69,Masculino,Verde,Loiro,Envenenamento,Casa,Negra,Classe Alta,Desconhecido
254,36.72,1.61,38.35,Masculino,Castanho,Preto,Contusão,Casa,Parda,Classe Alta,Desconhecido
2173,46.25,1.88,86.27,Feminino,Verde,Ruivo,Estrangulamento,Casa,Branca,Classe Alta,Roberto Chimarildo Tomáz
707,30.23,1.47,52.48,Feminino,Verde,Preto,Envenenamento,Escola,Branca,Classe Média,Desconhecido
945,29.73,1.59,86.54,Feminino,Verde,Loiro,Esfaqueamento,Rua,Parda,Classe Média,Desconhecido
536,23.34,1.65,83.69,Masculino,Verde,Castanho,Estrangulamento,Trabalho,Branca,Classe Baixa,Desconhecido
512,19.26,1.58,40.93,Masculino,Verde,Castanho,Estrangulamento,Trabalho,Branca,Classe Baixa,Desconhecido
1880,11.56,1.45,46.03,Masculino,Azul,Loiro,Esfaqueamento,Rua,Branca,Classe Média,ElBigodon Camacho
1844,18.84,1.46,40.12,Masculino,Azul,Loiro,Esfaqueamento,Rua,Amarela,Classe Média,ElBigodon Camacho
999,58.07,1.65,76.95,Masculino,Preto,Preto,Contusão,Rua,Parda,Classe Alta,Desconhecido
820,41.41,1.89,54.82,Masculino,Preto,Ruivo,Estrangulamento,Trabalho,Negra,Classe Alta,Desconhecido
1354,47.17,1.54,61.03,Feminino,Verde,Castanho,Estrangulamento,Escola,Negra,Classe Baixa,Desconhecido
1936,44.38,1.6,65.59,Feminino,Castanho,Preto,Envenenamento,Casa,Parda,Classe Média,Coringon de le pinheirinho Silva
426,52.95,1.6,78.88,Masculino,Preto,Loiro,Contusão,Casa,Negra,Classe Baixa,Desconhecido
939,13.87,1.71,57.17,Masculino,Castanho,Loiro,Envenenamento,Rua,Negra,Classe Baixa,Desconhecido
710,17.43,1.65,45.46,Feminino,Preto,Ruivo,Esfaqueamento,Trabalho,Branca,Classe Alta,Desconhecido
722,28.44,1.6,89.59,Masculino,Castanho,Castanho,Envenenamento,Trabalho,Branca,Classe Alta,Desconhecido
91,18.33,1.59,60.23,Feminino,Verde,Ruivo,Contusão,Trabalho,Negra,Classe Baixa,Desconhecido
567,39.97,1.87,30.72,Masculino,Preto,Ruivo,Envenenamento,Casa,Negra,Classe Baixa,Desconhecido
422,39.68,1.77,89.37,Masculino,Castanho,Ruivo,Contusão,Rua,Branca,Classe Baixa,Desconhecido
209,39.84,1.62,40.86,Feminino,Verde,Ruivo,Esfaqueamento,Casa,Negra,Classe Média,Desconhecido
424,34.91,1.76,77.94,Feminino,Azul,Loiro,Estrangulamento,Escola,Parda,Classe Alta,Desconhecido
584,59.42,1.66,41.1,Feminino,Preto,Castanho,Envenenamento,Trabalho,Negra,Classe Média,Desconhecido
1891,11.69,1.57,43.09,Masculino,Azul,Loiro,Esfaqueamento,Rua,Branca,Classe Média,ElBigodon Camacho
1257,54.25,1.46,71.6,Masculino,Verde,Loiro,Contusão,Casa,Negra,Classe Média,Desconhecido
1550,41.36,1.86,39.36,Feminino,Azul,Castanho,Esfaqueamento,Escola,Negra,Classe Alta,Desconhecido
1414,24.31,1.52,46.61,Feminino,Verde,Loiro,Estrangulamento,Casa,Parda,Classe Média,Desconhecido
216,28.05,1.43,62.22,Feminino,Verde,Loiro,Envenenamento,Rua,Negra,Classe Média,Desconhecido
2178,32.82,1.83,87.0,Feminino,Preto,Preto,Estrangulamento,Rua,Branca,Classe Alta,Roberto Chimarildo Tomáz
857,58.87,1.51,38.1,Masculino,Castanho,Ruivo,Estrangulamento,Casa,Branca,Classe Alta,Desconhecido
1641,57.68,1.66,32.92,Masculino,Azul,Ruivo,Esfaqueamento,Rua,Parda,Classe Média,Desconhecido
1452,48.67,1.54,41.64,Feminino,Castanho,Ruivo,Contusão,Rua,Parda,Classe Média,Desconhecido
1497,10.47,1.44,58.75,Masculino,Verde,Castanho,Estrangulamento,Casa,Amarela,Classe Média,Desconhecido
2142,31.56,1.75,81.01,Feminino,Verde,Ruivo,Estrangulamento,Casa,Branca,Classe Alta,Roberto Chimarildo Tomáz
1288,12.3,1.75,89.63,Feminino,Verde,Loiro,Esfaqueamento,Trabalho,Negra,Classe Baixa,Desconhecido
1422,38.92,1.51,85.63,Masculino,Castanho,Preto,Contusão,Trabalho,Branca,Classe Baixa,Desconhecido
181,34.51,1.41,75.76,Masculino,Azul,Castanho,Envenenamento,Trabalho,Amarela,Classe Baixa,Desconhecido
1339,41.93,1.42,38.24,Feminino,Preto,Castanho,Estrangulamento,Escola,Parda,Classe Alta,Desconhecido
201,39.21,1.59,57.02,Masculino,Verde,Ruivo,Estrangulamento,Trabalho,Amarela,Classe Média,Desconhecido
2029,46.9,1.72,58.13,Masculino,Castanho,Preto,Envenenamento,Casa,Parda,Classe Alta,Coringon de le pinheirinho Silva
1162,53.02,1.6,60.68,Masculino,Castanho,Castanho,Esfaqueamento,Trabalho,Branca,Classe Média,Desconhecido
148,30.02,1.85,60.83,Feminino,Castanho,Castanho,Contusão,Trabalho,Negra,Classe Alta,Desconhecido
1727,14.85,1.6,43.69,Feminino,Azul,Loiro,Esfaqueamento,Rua,Branca,Classe Média,ElBigodon Camacho
482,11.47,1.84,55.0,Feminino,Azul,Ruivo,Esfaqueamento,Trabalho,Amarela,Classe Alta,Desconhecido
1896,16.61,1.44,37.21,Masculino,Preto,Loiro,Esfaqueamento,Escola,Branca,Classe Média,ElBigodon Camacho
1123,49.81,1.56,36.65,Masculino,Castanho,Castanho,Estrangulamento,Casa,Branca,Classe Alta,Desconhecido
322,48.03,1.68,31.42,Masculino,Preto,Castanho,Envenenamento,Rua,Amarela,Classe Média,Desconhecido
865,55.34,1.48,48.29,Feminino,Azul,Loiro,Esfaqueamento,Trabalho,Amarela,Classe Baixa,Desconhecido
227,21.64,1.83,34.25,Feminino,Castanho,Ruivo,Estrangulamento,Escola,Amarela,Classe Média,Desconhecido
