,Unnamed: 0,Idade,Altura,Peso,Sexo,Cor dos Olhos,Cor do Cabelo,Causa Morte,Local Morte,Raça,Classe Social,Serial Killer Real,Serial Killer Previsto
448,1674,36.7,1.6,85.64,Feminino,Castanho,Preto,Estrangulamento,Casa,Parda,Classe Média,Coringon de le pinheirinho Silva,Coringon de le pinheirinho Silva
449,1433,17.44,1.56,41.6,Masculino,Azul,Loiro,Esfaqueamento,Rua,Branca,Classe Média,ElBigodon Camacho,ElBigodon Camacho
450,884,28.51,1.78,71.49,Feminino,Verde,Castanho,Envenenamento,Escola,Amarela,Classe Alta,Desconhecido,Desconhecido
451,422,48.35,1.66,54.27,Masculino,Azul,Castanho,Esfaqueamento,Rua,Negra,Classe Baixa,Desconhecido,Desconhecido
452,1907,25.59,1.88,86.96,Feminino,Verde,Loiro,Estrangulamento,Casa,Negra,Classe Alta,Roberto Chimarildo Tomáz,Roberto Chimarildo Tomáz
453,1790,38.36,1.73,82.79,Feminino,Verde,Ruivo,Estrangulamento,Rua,Negra,Classe Alta,Roberto Chimarildo Tomáz,Roberto Chimarildo Tomáz
454,1758,34.52,1.66,63.85,Masculino,Castanho,Preto,Envenenamento,Casa,Parda,Classe Média,Coringon de le pinheirinho Silva,Coringon de le pinheirinho Silva
455,1801,22.24,1.83,84.16,Feminino,Verde,Ruivo,Estrangulamento,Rua,Amarela,Classe Baixa,Roberto Chimarildo Tomáz,Roberto Chimarildo Tomáz
456,1430,55.38,1.55,34.08,Masculino,Azul,Loiro,Envenenamento,Rua,Branca,Classe Média,ElBigodon Camacho,ElBigodon Camacho
457,900,49.46,1.57,33.75,Masculino,Preto,Loiro,Esfaqueamento,Rua,Branca,Classe Alta,Desconhecido,ElBigodon Camacho
458,1802,32.58,1.83,75.6,Feminino,Verde,Ruivo,Estrangulamento,Trabalho,Amarela,Classe Alta,Roberto Chimarildo Tomáz,Roberto Chimarildo Tomáz
459,1088,45.14,1.43,35.77,Masculino,Azul,Preto,Envenenamento,Casa,Amarela,Classe Alta,Desconhecido,Desconhecido
460,1311,58.75,1.44,79.65,Feminino,Castanho,Ruivo,Estrangulamento,Trabalho,Parda,Classe Alta,Desconhecido,Desconhecido
461,336,38.71,1.83,89.66,Feminino,Verde,Loiro,Estrangulamento,Trabalho,Branca,Classe Alta,Desconhecido,Desconhecido
462,1660,35.32,1.78,55.09,Masculino,Castanho,Preto,Envenenamento,Casa,Parda,Classe Média,Coringon de le pinheirinho Silva,Coringon de le pinheirinho Silva
463,1355,59.82,1.48,32.46,Feminino,Preto,Preto,Estrangulamento,Casa,Negra,Classe Baixa,Desconhecido,Desconhecido
464,417,51.53,1.69,65.02,Masculino,Castanho,Loiro,Esfaqueamento,Trabalho,Branca,Classe Baixa,Desconhecido,Desconhecido
465,1834,59.96,1.88,75.49,Masculino,Verde,Loiro,Estrangulamento,Casa,Negra,Classe Baixa,Roberto Chimarildo Tomáz,Desconhecido
466,1634,33.76,1.63,72.1,Masculino,Castanho,Preto,Contusão,Casa,Parda,Classe Média,Coringon de le pinheirinho Silva,Coringon de le pinheirinho Silva
467,1144,15.48,1.46,52.0,Masculino,Castanho,Loiro,Contusão,Casa,Negra,Classe Média,Desconhecido,Desconhecido
468,1689,51.63,1.7,30.56,Feminino,Castanho,Preto,Contusão,Casa,Parda,Classe Alta,Coringon de le pinheirinho Silva,Desconhecido
469,503,36.68,1.52,76.37,Feminino,Verde,Ruivo,Envenenamento,Trabalho,Parda,Classe Baixa,Desconhecido,Desconhecido
470,62,15.21,1.84,67.54,Feminino,Preto,Preto,Estrangulamento,Escola,Amarela,Classe Baixa,Desconhecido,Desconhecido
471,128,45.4,1.89,65.75,Feminino,Preto,Loiro,Estrangulamento,Rua,Amarela,Classe Baixa,Desconhecido,Desconhecido
472,956,12.51,1.67,77.27,Masculino,Azul,Castanho,Estrangulamento,Escola,Amarela,Classe Baixa,Desconhecido,Desconhecido
473,358,40.06,1.69,60.73,Masculino,Azul,Preto,Contusão,Rua,Negra,Classe Alta,Desconhecido,Desconhecido
474,1326,30.76,1.63,68.65,Masculino,Preto,Castanho,Envenenamento,Escola,Amarela,Classe Baixa,Desconhecido,Desconhecido
475,1440,12.43,1.44,76.8,Masculino,Preto,Loiro,Esfaqueamento,Rua,Branca,Classe Alta,ElBigodon Camacho,ElBigodon Camacho
476,1552,13.19,1.62,43.71,Masculino,Azul,Loiro,Esfaqueamento,Rua,Branca,Classe Média,ElBigodon Camacho,ElBigodon Camacho
477,1358,20.27,1.66,31.1,Feminino,Preto,Castanho,Estrangulamento,Trabalho,Parda,Classe Média,Desconhecido,Desconhecido
478,1436,22.33,1.47,77.97,Masculino,Castanho,Loiro,Esfaqueamento,Rua,Branca,Classe Média,ElBigodon Camacho,ElBigodon Camacho
479,696,53.53,1.55,46.04,Feminino,Castanho,Preto,Esfaqueamento,Rua,Parda,Classe Alta,Desconhecido,Desconhecido
480,1745,39.68,1.63,70.76,Feminino,Castanho,Ruivo,Envenenamento,Casa,Parda,Classe Baixa,Coringon de le pinheirinho Silva,Coringon de le pinheirinho Silva
481,1129,57.32,1.73,37.0,Masculino,Azul,Loiro,Esfaqueamento,Casa,Parda,Classe Baixa,Desconhecido,Desconhecido
482,643,47.7,1.89,67.94,Masculino,Azul,Castanho,Envenenamento,Casa,Branca,Classe Baixa,Desconhecido,Desconhecido
483,1608,44.29,1.71,60.56,Masculino,Castanho,Preto,Envenenamento,Casa,Parda,Classe Média,Coringon de le pinheirinho Silva,Coringon de le pinheirinho Silva
484,1624,38.31,1.7,69.44,Masculino,Castanho,Preto,Envenenamento,Casa,Parda,Classe Média,Coringon de le pinheirinho Silva,Coringon de le pinheirinho Silva
485,369,26.88,1.62,48.6,Masculino,Azul,Ruivo,Contusão,Rua,Negra,Classe Baixa,Desconhecido,Desconhecido
486,1770,41.87,1.71,57.17,Feminino,Castanho,Preto,Envenenamento,Casa,Parda,Classe Média,Coringon de le pinheirinho Silva,Coringon de le pinheirinho Silva
487,908,10.2,1.47,56.65,Masculino,Verde,Castanho,Contusão,Escola,Negra,Classe Baixa,Desconhecido,Desconhecido
488,381,31.82,1.76,43.38,Masculino,Verde,Castanho,Estrangulamento,Rua,Amarela,Classe Média,Desconhecido,Desconhecido
489,1570,21.24,1.47,41.95,Masculino,Azul,Loiro,Esfaqueamento,Rua,Branca,Classe Média,ElBigodon Camacho,ElBigodon Camacho
490,77,24.26,1.79,56.46,Masculino,Castanho,Castanho,Esfaqueamento,Trabalho,Branca,Classe Baixa,Desconhecido,Desconhecido
491,1685,44.33,1.62,59.51,Masculino,Castanho,Preto,Envenenamento,Casa,Parda,Classe Média,Coringon de le pinheirinho Silva,Coringon de le pinheirinho Silva
492,178,51.68,1.42,64.82,Masculino,Preto,Castanho,Contusão,Rua,Negra,Classe Alta,Desconhecido,Desconhecido
493,1958,30.86,1.86,37.19,Feminino,Verde,Ruivo,Estrangulamento,Casa,Parda,Classe Alta,Roberto Chimarildo Tomáz,Roberto Chimarildo Tomáz
494,1306,31.41,1.8,58.09,Feminino,Verde,Ruivo,Contusão,Escola,Parda,Classe Baixa,Desconhecido,Desconhecido
495,1794,49.94,1.79,44.92,Feminino,Verde,Castanho,Estrangulamento,Casa,Negra,Classe Alta,Roberto Chimarildo Tomáz,Roberto Chimarildo Tomáz
496,499,12.45,1.66,83.35,Masculino,Verde,Preto,Contusão,Trabalho,Parda,Classe Alta,Desconhecido,Desconhecido
497,878,53.74,1.43,89.27,Feminino,Azul,Ruivo,Envenenamento,Escola,Branca,Classe Média,Desconhecido,Desconhecido
498,556,47.77,1.63,70.26,Masculino,Azul,Ruivo,Esfaqueamento,Rua,Negra,Classe Média,Desconhecido,Desconhecido
499,888,23.75,1.49,40.83,Masculino,Castanho,Loiro,Envenenamento,Trabalho,Amarela,Classe Alta,Desconhecido,Desconhecido
500,1729,43.1,1.76,56.11,Feminino,Castanho,Preto,Estrangulamento,Escola,Parda,Classe Média,Coringon de le pinheirinho Silva,Coringon de le pinheirinho Silva
501,767,12.1,1.66,73.34,Feminino,Verde,Ruivo,Estrangulamento,Casa,Parda,Classe Baixa,Desconhecido,Roberto Chimarildo Tomáz
502,75,22.04,1.71,56.63,Feminino,Verde,Castanho,Esfaqueamento,Casa,Amarela,Classe Alta,Desconhecido,Desconhecido
503,513,39.98,1.69,44.6,Masculino,Verde,Preto,Envenenamento,Rua,Parda,Classe Baixa,Desconhecido,Desconhecido
504,1076,13.87,1.88,68.04,Masculino,Azul,Castanho,Envenenamento,Rua,Parda,Classe Média,Desconhecido,Desconhecido
505,879,34.35,1.47,80.83,Feminino,Preto,Loiro,Estrangulamento,Casa,Branca,Classe Alta,Desconhecido,Desconhecido
506,636,44.98,1.53,39.55,Masculino,Preto,Preto,Estrangulamento,Trabalho,Amarela,Classe Baixa,Desconhecido,Desconhecido
507,1843,19.43,1.75,75.87,Feminino,Verde,Ruivo,Estrangulamento,Casa,Branca,Classe Alta,Roberto Chimarildo Tomáz,Roberto Chimarildo Tomáz
508,937,16.13,1.78,54.63,Masculino,Preto,Loiro,Contusão,Rua,Amarela,Classe Média,Desconhecido,Desconhecido
509,919,43.25,1.41,66.04,Masculino,Azul,Castanho,Envenenamento,Trabalho,Parda,Classe Baixa,Desconhecido,Desconhecido
510,892,27.39,1.71,48.31,Masculino,Azul,Loiro,Envenenamento,Casa,Branca,Classe Média,Desconhecido,ElBigodon Camacho
511,441,35.09,1.78,64.96,Feminino,Azul,Preto,Envenenamento,Trabalho,Negra,Classe Baixa,Desconhecido,Desconhecido
512,1382,17.62,1.42,33.84,Feminino,Azul,Ruivo,Estrangulamento,Casa,Parda,Classe Média,Desconhecido,Desconhecido
513,1209,46.83,1.43,56.91,Feminino,Azul,Castanho,Esfaqueamento,Rua,Amarela,Classe Média,Desconhecido,Desconhecido
514,1017,56.91,1.77,62.4,Masculino,Azul,Ruivo,Estrangulamento,Rua,Negra,Classe Média,Desconhecido,Desconhecido
515,1603,35.45,1.75,65.64,Feminino,Castanho,Preto,Envenenamento,Casa,Amarela,Classe Baixa,Coringon de le pinheirinho Silva,Coringon de le pinheirinho Silva
516,221,38.43,1.71,52.86,Masculino,Castanho,Castanho,Esfaqueamento,Trabalho,Amarela,Classe Alta,Desconhecido,Desconhecido
517,1283,49.36,1.73,81.55,Feminino,Verde,Preto,Envenenamento,Trabalho,Parda,Classe Baixa,Desconhecido,Desconhecido
518,1002,22.09,1.62,36.81,Feminino,Azul,Ruivo,Esfaqueamento,Casa,Negra,Classe Alta,Desconhecido,Desconhecido
519,263,51.11,1.8,30.97,Feminino,Castanho,Ruivo,Esfaqueamento,Casa,Amarela,Classe Alta,Desconhecido,Desconhecido
520,627,14.48,1.83,56.1,Feminino,Preto,Castanho,Estrangulamento,Rua,Amarela,Classe Alta,Desconhecido,Desconhecido
521,407,39.22,1.42,53.88,Masculino,Azul,Preto,Estrangulamento,Casa,Negra,Classe Baixa,Desconhecido,Desconhecido
522,968,26.29,1.69,68.92,Masculino,Verde,Ruivo,Envenenamento,Escola,Negra,Classe Média,Desconhecido,Desconhecido
523,1730,44.72,1.51,58.36,Feminino,Castanho,Preto,Envenenamento,Casa,Parda,Classe Média,Coringon de le pinheirinho Silva,Coringon de le pinheirinho Silva
524,1118,37.95,1.45,31.9,Feminino,Castanho,Castanho,Esfaqueamento,Escola,Negra,Classe Média,Desconhecido,Desconhecido
525,255,11.42,1.71,40.21,Masculino,Azul,Ruivo,Esfaqueamento,Rua,Negra,Classe Baixa,Desconhecido,Desconhecido
526,722,38.92,1.81,85.83,Masculino,Azul,Castanho,Esfaqueamento,Escola,Negra,Classe Alta,Desconhecido,Desconhecido
527,1031,53.9,1.59,65.7,Feminino,Verde,Ruivo,Esfaqueamento,Casa,Branca,Classe Alta,Desconhecido,Roberto Chimarildo Tomáz
528,1772,34.8,1.73,66.69,Feminino,Castanho,Preto,Envenenamento,Escola,Negra,Classe Média,Coringon de le pinheirinho Silva,Coringon de le pinheirinho Silva
529,572,59.26,1.55,52.8,Feminino,Preto,Loiro,Contusão,Rua,Negra,Classe Média,Desconhecido,Desconhecido
530,1222,43.23,1.48,40.35,Masculino,Verde,Castanho,Esfaqueamento,Rua,Amarela,Classe Baixa,Desconhecido,Desconhecido
531,652,16.16,1.67,80.75,Feminino,Azul,Loiro,Contusão,Trabalho,Amarela,Classe Baixa,Desconhecido,Desconhecido
532,634,22.24,1.45,86.77,Masculino,Castanho,Loiro,Estrangulamento,Casa,Amarela,Classe Alta,Desconhecido,Desconhecido
533,592,46.82,1.84,84.32,Feminino,Castanho,Loiro,Envenenamento,Trabalho,Parda,Classe Média,Desconhecido,Desconhecido
534,600,35.41,1.48,34.65,Feminino,Azul,Castanho,Contusão,Trabalho,Branca,Classe Baixa,Desconhecido,Desconhecido
535,711,22.86,1.83,69.42,Feminino,Preto,Castanho,Envenenamento,Escola,Negra,Classe Média,Desconhecido,Desconhecido
536,302,46.24,1.71,41.77,Feminino,Preto,Loiro,Contusão,Casa,Amarela,Classe Alta,Desconhecido,Desconhecido
537,631,37.49,1.45,36.36,Feminino,Castanho,Castanho,Estrangulamento,Casa,Negra,Classe Média,Desconhecido,Desconhecido
538,1334,41.81,1.9,30.26,Feminino,Preto,Loiro,Esfaqueamento,Trabalho,Parda,Classe Alta,Desconhecido,Desconhecido
539,89,23.85,1.83,45.49,Masculino,Azul,Castanho,Envenenamento,Trabalho,Parda,Classe Média,Desconhecido,Desconhecido
540,1135,33.36,1.75,58.04,Feminino,Castanho,Castanho,Contusão,Trabalho,Branca,Classe Alta,Desconhecido,Desconhecido
541,433,26.44,1.67,41.41,Masculino,Verde,Ruivo,Envenenamento,Casa,Parda,Classe Média,Desconhecido,Desconhecido
542,514,39.92,1.46,58.89,Feminino,Verde,Ruivo,Contusão,Trabalho,Negra,Classe Alta,Desconhecido,Desconhecido
543,1639,38.11,1.76,64.35,Feminino,Castanho,Preto,Envenenamento,Casa,Amarela,Classe Média,Coringon de le pinheirinho Silva,Coringon de le pinheirinho Silva
544,999,17.58,1.77,48.62,Masculino,Preto,Castanho,Envenenamento,Escola,Negra,Classe Média,Desconhecido,Desconhecido
545,65,24.9,1.77,34.67,Feminino,Azul,Loiro,Estrangulamento,Rua,Amarela,Classe Média,Desconhecido,Desconhecido
546,134,11.66,1.69,88.59,Masculino,Preto,Loiro,Contusão,Casa,Parda,Classe Baixa,Desconhecido,Desconhecido
547,640,20.61,1.48,72.65,Feminino,Castanho,Ruivo,Contusão,Rua,Branca,Classe Alta,Desconhecido,Desconhecido
548,876,53.22,1.4,64.71,Feminino,Azul,Ruivo,Estrangulamento,Casa,Parda,Classe Alta,Desconhecido,Roberto Chimarildo Tomáz
549,1872,26.78,1.78,83.94,Feminino,Azul,Castanho,Estrangulamento,Casa,Branca,Classe Alta,Roberto Chimarildo Tomáz,Roberto Chimarildo Tomáz
550,37,35.52,1.46,33.98,Masculino,Preto,Preto,Estrangulamento,Casa,Amarela,Classe Média,Desconhecido,Desconhecido
551,1104,51.26,1.78,30.59,Masculino,Azul,Castanho,Estrangulamento,Casa,Negra,Classe Média,Desconhecido,Desconhecido
552,1243,16.93,1.5,36.5,Feminino,Castanho,Ruivo,Contusão,Escola,Amarela,Classe Alta,Desconhecido,Desconhecido
553,1681,36.15,1.62,54.61,Masculino,Castanho,Preto,Envenenamento,Rua,Parda,Classe Média,Coringon de le pinheirinho Silva,Coringon de le pinheirinho Silva
554,1376,52.46,1.78,49.43,Feminino,Azul,Ruivo,Estrangulamento,Rua,Negra,Classe Baixa,Desconhecido,Desconhecido
555,342,17.76,1.52,83.11,Masculino,Castanho,Loiro,Envenenamento,Rua,Amarela,Classe Baixa,Desconhecido,Desconhecido
556,516,30.53,1.71,72.85,Masculino,Verde,Ruivo,Esfaqueamento,Escola,Branca,Classe Alta,Desconhecido,Desconhecido
557,47,37.67,1.44,85.49,Feminino,Verde,Ruivo,Estrangulamento,Escola,Amarela,Classe Alta,Desconhecido,Roberto Chimarildo Tomáz
558,355,25.37,1.54,85.39,Feminino,Preto,Preto,Envenenamento,Escola,Negra,Classe Média,Desconhecido,Desconhecido
559,1623,39.57,1.54,64.35,Masculino,Castanho,Preto,Envenenamento,Casa,Parda,Classe Alta,Coringon de le pinheirinho Silva,Coringon de le pinheirinho Silva
560,1661,28.59,1.75,68.58,Feminino,Castanho,Preto,Envenenamento,Casa,Parda,Classe Média,Coringon de le pinheirinho Silva,Coringon de le pinheirinho Silva
561,914,36.39,1.84,86.27,Masculino,Castanho,Castanho,Envenenamento,Trabalho,Branca,Classe Alta,Desconhecido,Desconhecido
562,927,27.19,1.73,35.52,Feminino,Verde,Ruivo,Esfaqueamento,Rua,Amarela,Classe Média,Desconhecido,Desconhecido
563,593,47.71,1.6,83.89,Masculino,Castanho,Ruivo,Estrangulamento,Escola,Amarela,Classe Baixa,Desconhecido,Desconhecido
564,1352,24.31,1.43,50.69,Masculino,Preto,Loiro,Envenenamento,Trabalho,Branca,Classe Alta,Desconhecido,Desconhecido
565,816,24.7,1.58,52.51,Masculino,Azul,Loiro,Contusão,Trabalho,Negra,Classe Média,Desconhecido,Desconhecido
566,719,16.27,1.87,48.95,Feminino,Azul,Ruivo,Envenenamento,Escola,Branca,Classe Baixa,Desconhecido,Desconhecido
567,1467,11.4,1.41,38.17,Masculino,Azul,Loiro,Esfaqueamento,Rua,Branca,Classe Média,ElBigodon Camacho,ElBigodon Camacho
568,803,10.42,1.59,58.42,Masculino,Verde,Preto,Esfaqueamento,Rua,Amarela,Classe Alta,Desconhecido,Desconhecido
569,1420,58.34,1.47,38.04,Masculino,Azul,Loiro,Estrangulamento,Escola,Branca,Classe Média,ElBigodon Camacho,ElBigodon Camacho
570,481,24.17,1.63,73.75,Feminino,Castanho,Loiro,Estrangulamento,Casa,Amarela,Classe Alta,Desconhecido,Roberto Chimarildo Tomáz
571,1920,19.54,1.78,73.88,Feminino,Verde,Ruivo,Contusão,Casa,Amarela,Classe Alta,Roberto Chimarildo Tomáz,Roberto Chimarildo Tomáz
572,1531,21.14,1.45,34.72,Masculino,Azul,Loiro,Esfaqueamento,Rua,Branca,Classe Média,ElBigodon Camacho,ElBigodon Camacho
573,1923,31.67,1.89,82.18,Feminino,Verde,Castanho,Estrangulamento,Casa,Branca,Classe Alta,Roberto Chimarildo Tomáz,Roberto Chimarildo Tomáz
574,1124,16.03,1.78,65.39,Feminino,Verde,Ruivo,Envenenamento,Rua,Branca,Classe Alta,Desconhecido,Desconhecido
575,259,49.78,1.63,67.19,Feminino,Verde,Castanho,Esfaqueamento,Rua,Branca,Classe Média,Desconhecido,Desconhecido
576,226,50.49,1.75,74.49,Masculino,Castanho,Castanho,Estrangulamento,Trabalho,Parda,Classe Alta,Desconhecido,Desconhecido
577,930,17.98,1.84,56.23,Feminino,Preto,Castanho,Contusão,Rua,Parda,Classe Baixa,Desconhecido,Desconhecido
578,299,53.64,1.79,86.97,Feminino,Verde,Castanho,Esfaqueamento,Trabalho,Branca,Classe Alta,Desconhecido,Desconhecido
579,451,10.2,1.74,77.28,Feminino,Castanho,Ruivo,Esfaqueamento,Trabalho,Amarela,Classe Média,Desconhecido,Desconhecido
580,239,19.52,1.42,52.99,Masculino,Preto,Loiro,Estrangulamento,Rua,Branca,Classe Baixa,Desconhecido,Desconhecido
581,868,41.26,1.74,69.23,Feminino,Preto,Preto,Contusão,Casa,Branca,Classe Alta,Desconhecido,Desconhecido
582,1246,43.6,1.74,67.24,Feminino,Azul,Loiro,Contusão,Trabalho,Negra,Classe Baixa,Desconhecido,Desconhecido
583,129,37.4,1.71,37.42,Feminino,Preto,Loiro,Esfaqueamento,Rua,Negra,Classe Alta,Desconhecido,Desconhecido
584,327,54.4,1.55,74.34,Feminino,Verde,Ruivo,Envenenamento,Casa,Negra,Classe Alta,Desconhecido,Roberto Chimarildo Tomáz
585,1522,13.44,1.51,46.63,Masculino,Azul,Loiro,Esfaqueamento,Rua,Branca,Classe Média,ElBigodon Camacho,ElBigodon Camacho
586,1934,19.67,1.68,74.02,Feminino,Verde,Ruivo,Estrangulamento,Escola,Parda,Classe Alta,Roberto Chimarildo Tomáz,Roberto Chimarildo Tomáz
587,954,43.67,1.67,44.9,Feminino,Azul,Preto,Envenenamento,Rua,Parda,Classe Alta,Desconhecido,Desconhecido
588,1321,52.13,1.78,30.72,Masculino,Castanho,Preto,Estrangulamento,Escola,Branca,Classe Média,Desconhecido,Desconhecido
589,1619,14.72,1.68,61.6,Masculino,Castanho,Preto,Envenenamento,Casa,Negra,Classe Alta,Coringon de le pinheirinho Silva,Desconhecido
590,712,28.88,1.75,42.87,Masculino,Preto,Loiro,Esfaqueamento,Casa,Amarela,Classe Alta,Desconhecido,Desconhecido
591,561,46.46,1.8,40.15,Masculino,Castanho,Ruivo,Envenenamento,Casa,Branca,Classe Média,Desconhecido,Desconhecido
592,188,22.55,1.47,67.06,Masculino,Azul,Preto,Estrangulamento,Escola,Negra,Classe Baixa,Desconhecido,Desconhecido
593,1378,12.12,1.78,71.14,Feminino,Castanho,Preto,Esfaqueamento,Trabalho,Amarela,Classe Média,Desconhecido,Desconhecido
594,149,14.78,1.59,31.53,Masculino,Preto,Ruivo,Esfaqueamento,Rua,Parda,Classe Média,Desconhecido,Desconhecido
595,672,50.74,1.47,83.59,Feminino,Azul,Ruivo,Esfaqueamento,Rua,Amarela,Classe Baixa,Desconhecido,Desconhecido
596,523,47.43,1.48,47.45,Feminino,Castanho,Loiro,Contusão,Escola,Parda,Classe Alta,Desconhecido,Desconhecido
597,387,49.12,1.44,58.85,Masculino,Castanho,Preto,Esfaqueamento,Rua,Parda,Classe Alta,Desconhecido,Desconhecido
598,1836,25.32,1.85,83.04,Feminino,Verde,Ruivo,Estrangulamento,Casa,Parda,Classe Alta,Roberto Chimarildo Tomáz,Roberto Chimarildo Tomáz
599,1210,34.86,1.41,67.6,Feminino,Verde,Preto,Contusão,Escola,Parda,Classe Baixa,Desconhecido,Desconhecido
600,720,13.58,1.44,83.15,Masculino,Verde,Ruivo,Contusão,Escola,Parda,Classe Alta,Desconhecido,Desconhecido
601,989,42.9,1.62,61.81,Feminino,Verde,Preto,Contusão,Trabalho,Parda,Classe Média,Desconhecido,Desconhecido
602,509,12.11,1.85,63.25,Masculino,Azul,Preto,Estrangulamento,Rua,Branca,Classe Alta,Desconhecido,Desconhecido
603,1509,21.21,1.42,45.98,Masculino,Azul,Loiro,Esfaqueamento,Rua,Branca,Classe Média,ElBigodon Camacho,ElBigodon Camacho
604,1952,32.76,1.82,80.13,Masculino,Azul,Ruivo,Estrangulamento,Casa,Parda,Classe Alta,Roberto Chimarildo Tomáz,Roberto Chimarildo Tomáz
605,1664,35.15,1.75,60.01,Masculino,Castanho,Preto,Envenenamento,Casa,Negra,Classe Média,Coringon de le pinheirinho Silva,Coringon de le pinheirinho Silva
606,1766,46.33,1.61,65.59,Feminino,Castanho,Preto,Envenenamento,Casa,Parda,Classe Baixa,Coringon de le pinheirinho Silva,Coringon de le pinheirinho Silva
607,1611,45.63,1.61,47.27,Masculino,Castanho,Preto,Envenenamento,Casa,Branca,Classe Média,Coringon de le pinheirinho Silva,Coringon de le pinheirinho Silva
608,1727,37.22,1.77,85.85,Masculino,Castanho,Preto,Envenenamento,Trabalho,Parda,Classe Média,Coringon de le pinheirinho Silva,Coringon de le pinheirinho Silva
609,1475,20.23,1.61,52.59,Masculino,Azul,Ruivo,Esfaqueamento,Escola,Amarela,Classe Média,ElBigodon Camacho,ElBigodon Camacho
610,1520,14.17,1.58,36.53,Masculino,Azul,Loiro,Esfaqueamento,Rua,Branca,Classe Média,ElBigodon Camacho,ElBigodon Camacho
611,549,45.02,1.59,73.96,Feminino,Azul,Ruivo,Contusão,Rua,Amarela,Classe Baixa,Desconhecido,Desconhecido
612,1026,23.55,1.82,67.32,Feminino,Verde,Preto,Envenenamento,Escola,Negra,Classe Alta,Desconhecido,Desconhecido
613,443,45.84,1.69,85.09,Masculino,Castanho,Ruivo,Envenenamento,Rua,Negra,Classe Média,Desconhecido,Desconhecido
614,1719,36.58,1.58,58.8,Feminino,Castanho,Castanho,Envenenamento,Casa,Parda,Classe Baixa,Coringon de le pinheirinho Silva,Coringon de le pinheirinho Silva
615,1587,39.6,1.77,60.23,Feminino,Castanho,Preto,Envenenamento,Casa,Parda,Classe Baixa,Coringon de le pinheirinho Silva,Coringon de le pinheirinho Silva
616,1628,36.45,1.68,86.39,Masculino,Castanho,Preto,Envenenamento,Casa,Negra,Classe Média,Coringon de le pinheirinho Silva,Coringon de le pinheirinho Silva
617,418,37.97,1.89,31.93,Masculino,Preto,Preto,Estrangulamento,Casa,Negra,Classe Baixa,Desconhecido,Desconhecido
618,931,10.03,1.87,31.85,Masculino,Castanho,Ruivo,Esfaqueamento,Escola,Parda,Classe Baixa,Desconhecido,Desconhecido
619,493,19.79,1.43,54.49,Feminino,Verde,Loiro,Esfaqueamento,Casa,Branca,Classe Baixa,Desconhecido,Desconhecido
620,116,29.16,1.65,54.3,Feminino,Verde,Preto,Esfaqueamento,Casa,Negra,Classe Baixa,Desconhecido,Desconhecido
621,1029,13.38,1.75,70.39,Masculino,Castanho,Ruivo,Esfaqueamento,Casa,Amarela,Classe Alta,Desconhecido,Desconhecido
622,1007,57.86,1.55,74.06,Masculino,Verde,Ruivo,Esfaqueamento,Trabalho,Branca,Classe Média,Desconhecido,Desconhecido
623,56,49.09,1.81,44.32,Masculino,Azul,Loiro,Esfaqueamento,Rua,Negra,Classe Baixa,Desconhecido,ElBigodon Camacho
624,139,17.64,1.75,86.29,Masculino,Preto,Ruivo,Contusão,Rua,Amarela,Classe Média,Desconhecido,Desconhecido
625,611,24.78,1.5,33.72,Feminino,Azul,Loiro,Esfaqueamento,Escola,Amarela,Classe Média,Desconhecido,Desconhecido
626,175,35.64,1.48,56.14,Feminino,Castanho,Castanho,Contusão,Rua,Amarela,Classe Média,Desconhecido,Desconhecido
627,1852,31.75,1.86,81.41,Feminino,Verde,Ruivo,Envenenamento,Escola,Branca,Classe Baixa,Roberto Chimarildo Tomáz,Desconhecido
628,480,44.72,1.82,41.63,Masculino,Castanho,Castanho,Envenenamento,Trabalho,Amarela,Classe Alta,Desconhecido,Desconhecido
629,506,12.74,1.63,70.35,Masculino,Azul,Preto,Envenenamento,Rua,Negra,Classe Média,Desconhecido,Desconhecido
630,463,22.49,1.76,58.88,Feminino,Preto,Loiro,Esfaqueamento,Escola,Parda,Classe Alta,Desconhecido,Desconhecido
631,932,21.63,1.75,67.4,Masculino,Verde,Preto,Contusão,Rua,Branca,Classe Média,Desconhecido,Desconhecido
632,489,29.2,1.73,71.25,Masculino,Castanho,Ruivo,Envenenamento,Rua,Parda,Classe Média,Desconhecido,Desconhecido
633,1696,35.71,1.75,55.63,Masculino,Castanho,Ruivo,Esfaqueamento,Casa,Parda,Classe Média,Coringon de le pinheirinho Silva,Coringon de le pinheirinho Silva
634,1073,28.84,1.72,82.51,Masculino,Verde,Ruivo,Esfaqueamento,Casa,Branca,Classe Alta,Desconhecido,Roberto Chimarildo Tomáz
635,1116,11.97,1.74,84.8,Masculino,Preto,Castanho,Estrangulamento,Rua,Parda,Classe Média,Desconhecido,Desconhecido
636,384,44.84,1.88,82.96,Masculino,Verde,Preto,Estrangulamento,Casa,Parda,Classe Baixa,Desconhecido,Desconhecido
637,1646,45.84,1.62,65.61,Feminino,Castanho,Ruivo,Envenenamento,Casa,Parda,Classe Média,Coringon de le pinheirinho Silva,Coringon de le pinheirinho Silva
638,1250,38.45,1.63,37.96,Masculino,Preto,Loiro,Estrangulamento,Trabalho,Negra,Classe Alta,Desconhecido,Desconhecido
