,Idade,Altura,Peso,Sexo,Cor dos Olhos,Cor do Cabelo,Causa Morte,Local Morte,Raça,Classe Social,Serial Killer
417,49.72,1.81,74.31,Masculino,Castanho,Castanho,Estrangulamento,Escola,Negra,Classe Alta,Desconhecido
482,56.7,1.54,72.76,Masculino,Preto,Preto,Contusão,Casa,Branca,Classe Média,Desconhecido
413,17.7,1.49,79.5,Masculino,Preto,Ruivo,Envenenamento,Escola,Amarela,Classe Baixa,Desconhecido
1351,19.3,1.53,35.96,Masculino,Azul,Loiro,Esfaqueamento,Rua,Branca,Classe Média,ElBigodon Camacho
921,29.22,1.86,34.02,Masculino,Azul,Castanho,Estrangulamento,Escola,Branca,Classe Baixa,Desconhecido
826,28.31,1.54,66.16,Feminino,Preto,Castanho,Contusão,Casa,Amarela,Classe Alta,Desconhecido
130,17.11,1.7,72.49,Masculino,Verde,Preto,Esfaqueamento,Rua,Branca,Classe Média,Desconhecido
1503,45.92,1.68,64.65,Feminino,Castanho,Preto,Envenenamento,Casa,Parda,Classe Média,Coringon de le pinheirinho Silva
1268,16.29,1.47,35.44,Masculino,Azul,Loiro,Esfaqueamento,Rua,Branca,Classe Média,ElBigodon Camacho
1492,39.94,1.69,79.23,Feminino,Castanho,Preto,Envenenamento,Casa,Parda,Classe Média,Coringon de le pinheirinho Silva
231,50.73,1.81,44.23,Feminino,Castanho,Ruivo,Estrangulamento,Rua,Branca,Classe Média,Desconhecido
1595,47.94,1.73,80.3,Feminino,Verde,Ruivo,Estrangulamento,Casa,Negra,Classe Alta,Roberto Chimarildo Tomáz
552,45.0,1.57,88.56,Feminino,Verde,Loiro,Estrangulamento,Escola,Branca,Classe Média,Desconhecido
736,37.24,1.65,72.35,Feminino,Preto,Castanho,Contusão,Escola,Parda,Classe Média,Desconhecido
946,35.13,1.8,89.33,Masculino,Castanho,Preto,Estrangulamento,Rua,Amarela,Classe Baixa,Desconhecido
1637,32.43,1.8,85.09,Feminino,Verde,Preto,Estrangulamento,Rua,Amarela,Classe Alta,Roberto Chimarildo Tomáz
1419,41.08,1.63,64.05,Feminino,Castanho,Preto,Contusão,Trabalho,Parda,Classe Média,Coringon de le pinheirinho Silva
904,54.45,1.71,44.36,Feminino,Azul,Ruivo,Envenenamento,Trabalho,Amarela,Classe Média,Desconhecido
645,56.95,1.79,78.44,Masculino,Preto,Loiro,Estrangulamento,Casa,Branca,Classe Baixa,Desconhecido
1006,54.24,1.69,34.69,Masculino,Preto,Loiro,Estrangulamento,Escola,Parda,Classe Baixa,Desconhecido
1074,21.0,1.58,32.02,Feminino,Verde,Preto,Envenenamento,Escola,Parda,Classe Baixa,Desconhecido
1689,24.98,1.85,77.04,Feminino,Verde,Ruivo,Contusão,Casa,Negra,Classe Média,Roberto Chimarildo Tomáz
147,17.49,1.52,81.25,Masculino,Verde,Loiro,Estrangulamento,Rua,Negra,Classe Alta,Desconhecido
305,12.79,1.77,62.28,Masculino,Preto,Preto,Contusão,Trabalho,Negra,Classe Média,Desconhecido
1137,45.21,1.85,44.34,Feminino,Preto,Ruivo,Esfaqueamento,Trabalho,Amarela,Classe Baixa,Desconhecido
1135,49.22,1.8,51.66,Feminino,Verde,Castanho,Esfaqueamento,Rua,Amarela,Classe Média,Desconhecido
1212,12.57,1.61,44.82,Masculino,Azul,Loiro,Esfaqueamento,Trabalho,Branca,Classe Baixa,ElBigodon Camacho
291,11.59,1.52,35.2,Feminino,Preto,Castanho,Contusão,Escola,Amarela,Classe Média,Desconhecido
1073,54.02,1.78,52.42,Feminino,Preto,Preto,Esfaqueamento,Trabalho,Branca,Classe Baixa,Desconhecido
17,42.98,1.84,86.72,Feminino,Azul,Loiro,Estrangulamento,Escola,Parda,Classe Baixa,Desconhecido
711,51.22,1.56,33.3,Feminino,Azul,Castanho,Esfaqueamento,Trabalho,Negra,Classe Alta,Desconhecido
524,34.88,1.65,47.04,Feminino,Castanho,Ruivo,Estrangulamento,Escola,Negra,Classe Média,Desconhecido
1407,44.7,1.7,65.93,Masculino,Castanho,Preto,Envenenamento,Casa,Parda,Classe Média,Coringon de le pinheirinho Silva
472,57.13,1.76,32.17,Feminino,Azul,Preto,Estrangulamento,Trabalho,Amarela,Classe Média,Desconhecido
924,57.21,1.75,47.05,Masculino,Azul,Loiro,Estrangulamento,Trabalho,Parda,Classe Alta,Desconhecido
118,50.38,1.88,51.16,Feminino,Verde,Loiro,Esfaqueamento,Escola,Parda,Classe Baixa,Desconhecido
1259,15.03,1.6,39.84,Masculino,Azul,Loiro,Esfaqueamento,Rua,Branca,Classe Média,ElBigodon Camacho
1064,25.79,1.63,37.88,Masculino,Preto,Preto,Esfaqueamento,Casa,Amarela,Classe Média,Desconhecido
1694,25.77,1.85,50.19,Feminino,Verde,Castanho,Estrangulamento,Casa,Negra,Classe Alta,Roberto Chimarildo Tomáz
377,31.09,1.58,43.09,Feminino,Preto,Loiro,Esfaqueamento,Rua,Negra,Classe Baixa,Desconhecido
541,49.01,1.43,31.37,Feminino,Preto,Castanho,Estrangulamento,Escola,Amarela,Classe Baixa,Desconhecido
1188,57.75,1.62,87.07,Feminino,Azul,Preto,Esfaqueamento,Trabalho,Amarela,Classe Baixa,Desconhecido
683,12.36,1.53,82.32,Feminino,Castanho,Loiro,Envenenamento,Trabalho,Parda,Classe Baixa,Desconhecido
1609,27.29,1.76,43.89,Feminino,Castanho,Ruivo,Estrangulamento,Casa,Branca,Classe Alta,Roberto Chimarildo Tomáz
1807,31.11,1.83,79.46,Feminino,Verde,Ruivo,Estrangulamento,Casa,Parda,Classe Baixa,Roberto Chimarildo Tomáz
1325,21.2,1.6,42.15,Masculino,Azul,Ruivo,Esfaqueamento,Rua,Branca,Classe Média,ElBigodon Camacho
179,40.79,1.76,46.13,Masculino,Castanho,Loiro,Esfaqueamento,Casa,Parda,Classe Baixa,Desconhecido
1495,45.87,1.68,67.68,Masculino,Castanho,Preto,Envenenamento,Casa,Branca,Classe Média,Coringon de le pinheirinho Silva
1139,45.88,1.78,79.91,Masculino,Preto,Loiro,Esfaqueamento,Rua,Amarela,Classe Alta,Desconhecido
357,29.77,1.55,83.52,Feminino,Verde,Castanho,Esfaqueamento,Rua,Parda,Classe Média,Desconhecido
235,16.29,1.49,36.4,Masculino,Preto,Ruivo,Esfaqueamento,Escola,Parda,Classe Média,Desconhecido
638,22.51,1.57,87.37,Feminino,Azul,Preto,Esfaqueamento,Trabalho,Parda,Classe Média,Desconhecido
1611,32.35,1.72,85.54,Feminino,Verde,Ruivo,Estrangulamento,Casa,Branca,Classe Alta,Roberto Chimarildo Tomáz
436,37.14,1.45,38.59,Feminino,Verde,Preto,Esfaqueamento,Casa,Amarela,Classe Baixa,Desconhecido
1375,14.66,1.5,50.63,Masculino,Azul,Loiro,Esfaqueamento,Rua,Branca,Classe Média,ElBigodon Camacho
1758,27.77,1.65,84.99,Feminino,Verde,Preto,Estrangulamento,Casa,Negra,Classe Alta,Roberto Chimarildo Tomáz
622,20.09,1.57,38.65,Masculino,Preto,Loiro,Estrangulamento,Casa,Negra,Classe Média,Desconhecido
899,54.03,1.65,87.6,Feminino,Castanho,Preto,Contusão,Casa,Parda,Classe Média,Desconhecido
1092,10.9,1.71,55.35,Feminino,Azul,Loiro,Contusão,Trabalho,Branca,Classe Baixa,Desconhecido
957,21.86,1.5,45.51,Feminino,Azul,Castanho,Esfaqueamento,Escola,Negra,Classe Média,Desconhecido
813,57.83,1.78,73.41,Feminino,Preto,Ruivo,Estrangulamento,Trabalho,Parda,Classe Média,Desconhecido
312,22.79,1.58,67.17,Masculino,Castanho,Preto,Esfaqueamento,Casa,Negra,Classe Alta,Desconhecido
625,45.95,1.46,53.19,Masculino,Azul,Ruivo,Esfaqueamento,Trabalho,Parda,Classe Alta,Desconhecido
281,29.44,1.55,63.58,Masculino,Preto,Preto,Esfaqueamento,Escola,Parda,Classe Baixa,Desconhecido
453,34.5,1.8,37.6,Masculino,Verde,Loiro,Estrangulamento,Rua,Amarela,Classe Média,Desconhecido
1434,37.27,1.6,62.82,Masculino,Castanho,Preto,Envenenamento,Trabalho,Parda,Classe Média,Coringon de le pinheirinho Silva
1380,46.08,1.75,64.27,Masculino,Castanho,Preto,Envenenamento,Casa,Parda,Classe Média,Coringon de le pinheirinho Silva
1686,31.77,1.81,78.49,Feminino,Verde,Ruivo,Estrangulamento,Escola,Parda,Classe Alta,Roberto Chimarildo Tomáz
172,46.64,1.43,49.88,Feminino,Verde,Preto,Contusão,Casa,Branca,Classe Média,Desconhecido
91,16.56,1.78,31.68,Feminino,Preto,Preto,Envenenamento,Trabalho,Negra,Classe Baixa,Desconhecido
816,53.37,1.77,43.63,Feminino,Verde,Loiro,Contusão,Rua,Amarela,Classe Alta,Desconhecido
1145,58.67,1.74,49.2,Feminino,Preto,Ruivo,Envenenamento,Casa,Negra,Classe Baixa,Desconhecido
853,51.05,1.45,54.46,Feminino,Castanho,Castanho,Esfaqueamento,Rua,Parda,Classe Média,Desconhecido
1605,24.06,1.86,85.61,Feminino,Azul,Ruivo,Estrangulamento,Casa,Negra,Classe Média,Roberto Chimarildo Tomáz
1255,41.38,1.49,34.45,Masculino,Azul,Loiro,Esfaqueamento,Rua,Branca,Classe Média,ElBigodon Camacho
1149,23.45,1.7,43.57,Feminino,Azul,Castanho,Estrangulamento,Trabalho,Negra,Classe Alta,Desconhecido
1565,45.13,1.61,58.14,Feminino,Castanho,Preto,Envenenamento,Casa,Parda,Classe Média,Coringon de le pinheirinho Silva
1504,37.19,1.73,57.63,Feminino,Castanho,Preto,Envenenamento,Trabalho,Parda,Classe Média,Coringon de le pinheirinho Silva
677,47.99,1.6,40.39,Feminino,Verde,Castanho,Contusão,Trabalho,Negra,Classe Média,Desconhecido
1683,26.3,1.74,86.77,Feminino,Verde,Ruivo,Estrangulamento,Casa,Parda,Classe Alta,Roberto Chimarildo Tomáz
1403,46.04,1.58,53.93,Masculino,Castanho,Preto,Envenenamento,Escola,Parda,Classe Média,Coringon de le pinheirinho Silva
817,59.18,1.83,34.47,Masculino,Preto,Castanho,Contusão,Rua,Amarela,Classe Alta,Desconhecido
1181,20.56,1.65,88.58,Masculino,Azul,Preto,Contusão,Casa,Amarela,Classe Média,Desconhecido
502,21.77,1.9,45.48,Feminino,Verde,Ruivo,Estrangulamento,Trabalho,Parda,Classe Alta,Desconhecido
1422,42.5,1.77,53.59,Masculino,Castanho,Loiro,Esfaqueamento,Casa,Parda,Classe Média,Coringon de le pinheirinho Silva
1007,19.77,1.47,66.31,Feminino,Preto,Castanho,Envenenamento,Escola,Branca,Classe Média,Desconhecido
835,42.34,1.61,57.41,Feminino,Verde,Preto,Contusão,Casa,Negra,Classe Alta,Desconhecido
1424,33.54,1.61,39.27,Masculino,Castanho,Preto,Envenenamento,Casa,Parda,Classe Média,Coringon de le pinheirinho Silva
520,10.59,1.77,58.69,Feminino,Castanho,Loiro,Contusão,Casa,Branca,Classe Baixa,Desconhecido
409,26.59,1.89,33.09,Masculino,Azul,Preto,Contusão,Trabalho,Parda,Classe Média,Desconhecido
549,38.75,1.63,55.94,Feminino,Castanho,Loiro,Estrangulamento,Escola,Negra,Classe Média,Desconhecido
427,13.98,1.56,38.56,Feminino,Azul,Ruivo,Envenenamento,Escola,Negra,Classe Média,Desconhecido
1681,29.51,1.7,73.84,Feminino,Castanho,Preto,Estrangulamento,Casa,Amarela,Classe Alta,Roberto Chimarildo Tomáz
1063,44.56,1.72,69.41,Feminino,Preto,Preto,Contusão,Escola,Parda,Classe Média,Desconhecido
1485,35.65,1.76,56.63,Masculino,Preto,Loiro,Envenenamento,Casa,Parda,Classe Média,Coringon de le pinheirinho Silva
671,26.79,1.44,71.4,Masculino,Azul,Preto,Estrangulamento,Trabalho,Negra,Classe Baixa,Desconhecido
852,36.02,1.48,35.2,Feminino,Verde,Loiro,Contusão,Rua,Branca,Classe Baixa,Desconhecido
685,24.8,1.44,73.84,Feminino,Castanho,Ruivo,Estrangulamento,Trabalho,Parda,Classe Baixa,Desconhecido
1173,29.07,1.76,77.92,Masculino,Verde,Preto,Contusão,Casa,Negra,Classe Média,Desconhecido
1406,23.0,1.6,56.07,Masculino,Castanho,Preto,Envenenamento,Casa,Parda,Classe Média,Coringon de le pinheirinho Silva
164,23.15,1.77,81.97,Masculino,Preto,Loiro,Estrangulamento,Trabalho,Parda,Classe Baixa,Desconhecido
644,29.28,1.65,45.31,Feminino,Preto,Castanho,Contusão,Trabalho,Negra,Classe Média,Desconhecido
1592,41.45,1.75,65.72,Masculino,Castanho,Preto,Esfaqueamento,Casa,Parda,Classe Média,Coringon de le pinheirinho Silva
484,41.28,1.82,43.62,Masculino,Azul,Loiro,Estrangulamento,Escola,Branca,Classe Baixa,Desconhecido
713,18.42,1.75,44.84,Masculino,Verde,Ruivo,Esfaqueamento,Casa,Amarela,Classe Baixa,Desconhecido
1467,39.33,1.58,64.02,Masculino,Castanho,Preto,Envenenamento,Casa,Parda,Classe Média,Coringon de le pinheirinho Silva
846,45.63,1.8,59.78,Masculino,Castanho,Preto,Esfaqueamento,Escola,Parda,Classe Alta,Desconhecido
1514,34.57,1.63,65.38,Masculino,Castanho,Preto,Estrangulamento,Casa,Negra,Classe Média,Coringon de le pinheirinho Silva
877,25.63,1.46,51.01,Feminino,Verde,Preto,Esfaqueamento,Casa,Negra,Classe Média,Desconhecido
1787,32.18,1.71,84.24,Feminino,Verde,Ruivo,Envenenamento,Casa,Negra,Classe Alta,Roberto Chimarildo Tomáz
1329,22.72,1.61,44.01,Feminino,Azul,Loiro,Esfaqueamento,Rua,Negra,Classe Média,ElBigodon Camacho
1458,34.6,1.76,58.54,Masculino,Castanho,Preto,Envenenamento,Casa,Parda,Classe Baixa,Coringon de le pinheirinho Silva
463,25.78,1.8,58.67,Feminino,Azul,Loiro,Esfaqueamento,Trabalho,Branca,Classe Baixa,Desconhecido
880,41.33,1.82,78.15,Feminino,Verde,Loiro,Envenenamento,Rua,Branca,Classe Baixa,Desconhecido
365,34.98,1.67,86.38,Masculino,Azul,Loiro,Envenenamento,Trabalho,Amarela,Classe Média,Desconhecido
659,57.84,1.8,66.77,Masculino,Verde,Ruivo,Contusão,Trabalho,Parda,Classe Baixa,Desconhecido
674,33.68,1.87,63.02,Masculino,Preto,Ruivo,Contusão,Escola,Branca,Classe Baixa,Desconhecido
1219,20.94,1.57,39.08,Masculino,Azul,Loiro,Esfaqueamento,Rua,Branca,Classe Média,ElBigodon Camacho
428,45.94,1.71,53.49,Masculino,Castanho,Preto,Esfaqueamento,Rua,Branca,Classe Baixa,Desconhecido
1496,46.0,1.67,60.9,Masculino,Castanho,Preto,Envenenamento,Casa,Parda,Classe Média,Coringon de le pinheirinho Silva
669,43.98,1.4,40.43,Feminino,Azul,Castanho,Estrangulamento,Escola,Negra,Classe Média,Desconhecido
1184,26.85,1.7,78.29,Masculino,Azul,Castanho,Envenenamento,Casa,Negra,Classe Alta,Desconhecido
140,53.07,1.53,73.78,Masculino,Verde,Preto,Esfaqueamento,Trabalho,Negra,Classe Baixa,Desconhecido
439,15.09,1.5,60.57,Masculino,Castanho,Loiro,Contusão,Rua,Branca,Classe Baixa,Desconhecido
496,15.72,1.76,82.95,Masculino,Castanho,Preto,Envenenamento,Rua,Negra,Classe Baixa,Desconhecido
1734,20.37,1.85,81.74,Feminino,Verde,Ruivo,Estrangulamento,Casa,Amarela,Classe Alta,Roberto Chimarildo Tomáz
864,45.27,1.65,79.0,Masculino,Azul,Loiro,Estrangulamento,Trabalho,Amarela,Classe Média,Desconhecido
828,31.5,1.48,38.18,Feminino,Verde,Preto,Esfaqueamento,Escola,Branca,Classe Alta,Desconhecido
386,39.08,1.63,44.74,Feminino,Azul,Preto,Esfaqueamento,Rua,Parda,Classe Alta,Desconhecido
558,55.39,1.62,35.84,Masculino,Verde,Preto,Estrangulamento,Casa,Negra,Classe Baixa,Desconhecido
252,54.25,1.59,66.16,Feminino,Preto,Ruivo,Envenenamento,Rua,Negra,Classe Média,Desconhecido
866,12.02,1.89,42.39,Feminino,Castanho,Loiro,Esfaqueamento,Casa,Negra,Classe Baixa,Desconhecido
1590,37.1,1.63,56.13,Feminino,Castanho,Loiro,Contusão,Casa,Parda,Classe Média,Coringon de le pinheirinho Silva
261,53.66,1.62,33.23,Masculino,Azul,Ruivo,Contusão,Casa,Parda,Classe Média,Desconhecido
1642,27.17,1.74,78.19,Feminino,Verde,Ruivo,Estrangulamento,Casa,Amarela,Classe Alta,Roberto Chimarildo Tomáz
205,16.73,1.7,47.59,Feminino,Preto,Ruivo,Envenenamento,Trabalho,Parda,Classe Alta,Desconhecido
441,49.96,1.52,85.58,Masculino,Castanho,Preto,Esfaqueamento,Rua,Parda,Classe Alta,Desconhecido
456,41.07,1.52,74.25,Feminino,Castanho,Loiro,Estrangulamento,Escola,Amarela,Classe Média,Desconhecido
624,31.4,1.43,38.83,Feminino,Preto,Castanho,Esfaqueamento,Trabalho,Branca,Classe Baixa,Desconhecido
1644,39.04,1.7,60.47,Masculino,Verde,Ruivo,Estrangulamento,Escola,Parda,Classe Alta,Roberto Chimarildo Tomáz
1138,57.17,1.4,42.28,Feminino,Verde,Ruivo,Contusão,Escola,Negra,Classe Média,Desconhecido
1297,14.65,1.75,40.33,Masculino,Azul,Loiro,Esfaqueamento,Rua,Branca,Classe Média,ElBigodon Camacho
1457,34.4,1.75,65.22,Feminino,Castanho,Preto,Envenenamento,Casa,Parda,Classe Média,Coringon de le pinheirinho Silva
1657,31.46,1.89,51.72,Feminino,Verde,Ruivo,Estrangulamento,Escola,Parda,Classe Alta,Roberto Chimarildo Tomáz
1581,43.95,1.62,61.09,Masculino,Castanho,Loiro,Envenenamento,Casa,Parda,Classe Média,Coringon de le pinheirinho Silva
1720,25.67,1.71,84.89,Feminino,Azul,Ruivo,Estrangulamento,Casa,Parda,Classe Alta,Roberto Chimarildo Tomáz
200,59.41,1.66,49.03,Masculino,Azul,Ruivo,Envenenamento,Escola,Negra,Classe Baixa,Desconhecido
1388,35.11,1.57,55.37,Feminino,Preto,Preto,Estrangulamento,Casa,Branca,Classe Média,Coringon de le pinheirinho Silva
343,58.63,1.76,31.65,Masculino,Azul,Ruivo,Envenenamento,Escola,Parda,Classe Baixa,Desconhecido
1766,29.16,1.88,73.65,Feminino,Verde,Ruivo,Estrangulamento,Casa,Negra,Classe Baixa,Roberto Chimarildo Tomáz
1799,24.39,1.86,62.44,Feminino,Preto,Ruivo,Estrangulamento,Casa,Parda,Classe Alta,Roberto Chimarildo Tomáz
1077,55.64,1.53,63.3,Masculino,Verde,Ruivo,Estrangulamento,Rua,Parda,Classe Alta,Desconhecido
958,53.59,1.57,41.39,Feminino,Preto,Castanho,Estrangulamento,Trabalho,Branca,Classe Média,Desconhecido
997,11.23,1.53,44.69,Feminino,Preto,Preto,Estrangulamento,Rua,Amarela,Classe Baixa,Desconhecido
32,21.27,1.47,52.9,Feminino,Verde,Ruivo,Envenenamento,Rua,Parda,Classe Média,Desconhecido
405,32.3,1.85,53.05,Feminino,Verde,Loiro,Envenenamento,Rua,Amarela,Classe Alta,Desconhecido
982,35.69,1.78,70.61,Masculino,Azul,Castanho,Envenenamento,Trabalho,Branca,Classe Baixa,Desconhecido
1024,16.13,1.66,80.22,Feminino,Verde,Loiro,Esfaqueamento,Escola,Parda,Classe Alta,Desconhecido
1755,26.31,1.72,76.44,Feminino,Preto,Ruivo,Estrangulamento,Trabalho,Amarela,Classe Alta,Roberto Chimarildo Tomáz
1570,45.71,1.65,61.24,Feminino,Castanho,Preto,Envenenamento,Casa,Parda,Classe Baixa,Coringon de le pinheirinho Silva
204,54.31,1.47,37.5,Feminino,Verde,Ruivo,Contusão,Rua,Branca,Classe Baixa,Desconhecido
1416,45.52,1.67,64.2,Feminino,Castanho,Preto,Envenenamento,Casa,Parda,Classe Média,Coringon de le pinheirinho Silva
1628,22.11,1.71,85.27,Feminino,Verde,Ruivo,Estrangulamento,Casa,Amarela,Classe Alta,Roberto Chimarildo Tomáz
1170,18.06,1.5,72.43,Masculino,Verde,Loiro,Esfaqueamento,Casa,Branca,Classe Alta,Desconhecido
452,57.37,1.83,77.27,Masculino,Preto,Ruivo,Estrangulamento,Rua,Branca,Classe Alta,Desconhecido
532,44.3,1.64,63.25,Feminino,Castanho,Ruivo,Contusão,Casa,Branca,Classe Média,Desconhecido
492,23.82,1.76,57.54,Feminino,Verde,Castanho,Envenenamento,Casa,Negra,Classe Alta,Desconhecido
752,33.71,1.5,69.62,Feminino,Azul,Ruivo,Estrangulamento,Escola,Negra,Classe Alta,Desconhecido
661,54.26,1.79,51.29,Feminino,Azul,Preto,Esfaqueamento,Escola,Negra,Classe Baixa,Desconhecido
1784,25.57,1.77,80.16,Feminino,Verde,Preto,Envenenamento,Escola,Branca,Classe Alta,Roberto Chimarildo Tomáz
907,29.36,1.6,57.11,Feminino,Preto,Castanho,Contusão,Trabalho,Negra,Classe Baixa,Desconhecido
621,42.34,1.41,58.83,Feminino,Preto,Ruivo,Envenenamento,Casa,Amarela,Classe Baixa,Desconhecido
416,23.75,1.49,64.21,Feminino,Castanho,Ruivo,Esfaqueamento,Escola,Amarela,Classe Baixa,Desconhecido
1460,45.31,1.58,65.8,Masculino,Castanho,Preto,Envenenamento,Casa,Parda,Classe Média,Coringon de le pinheirinho Silva
6,14.55,1.71,56.8,Masculino,Verde,Castanho,Esfaqueamento,Rua,Amarela,Classe Média,Desconhecido
1273,12.79,1.59,43.24,Masculino,Azul,Loiro,Esfaqueamento,Rua,Branca,Classe Média,ElBigodon Camacho
1015,39.31,1.67,74.32,Feminino,Verde,Ruivo,Esfaqueamento,Rua,Negra,Classe Média,Desconhecido
1300,22.94,1.55,34.83,Masculino,Azul,Loiro,Esfaqueamento,Casa,Branca,Classe Baixa,ElBigodon Camacho
338,48.51,1.78,74.78,Masculino,Preto,Preto,Contusão,Trabalho,Amarela,Classe Alta,Desconhecido
759,17.89,1.47,55.4,Masculino,Verde,Castanho,Esfaqueamento,Trabalho,Amarela,Classe Média,Desconhecido
1158,21.18,1.76,47.88,Feminino,Preto,Loiro,Estrangulamento,Escola,Amarela,Classe Média,Desconhecido
310,32.84,1.79,45.47,Feminino,Azul,Castanho,Estrangulamento,Rua,Parda,Classe Baixa,Desconhecido
110,56.05,1.84,37.53,Feminino,Preto,Preto,Esfaqueamento,Casa,Amarela,Classe Média,Desconhecido
1671,24.19,1.73,84.04,Feminino,Azul,Ruivo,Esfaqueamento,Casa,Branca,Classe Alta,Roberto Chimarildo Tomáz
589,41.87,1.72,78.43,Feminino,Verde,Castanho,Envenenamento,Escola,Amarela,Classe Alta,Desconhecido
1607,25.21,1.74,79.57,Masculino,Verde,Ruivo,Estrangulamento,Casa,Negra,Classe Alta,Roberto Chimarildo Tomáz
1702,34.83,1.71,75.44,Feminino,Verde,Castanho,Estrangulamento,Casa,Amarela,Classe Alta,Roberto Chimarildo Tomáz
1718,26.74,1.66,72.7,Feminino,Verde,Ruivo,Estrangulamento,Rua,Negra,Classe Alta,Roberto Chimarildo Tomáz
1172,31.96,1.71,32.42,Masculino,Azul,Preto,Esfaqueamento,Trabalho,Branca,Classe Alta,Desconhecido
530,51.31,1.44,45.29,Feminino,Preto,Castanho,Estrangulamento,Escola,Parda,Classe Média,Desconhecido
1144,18.51,1.43,63.86,Feminino,Azul,Preto,Envenenamento,Casa,Amarela,Classe Média,Desconhecido
337,48.28,1.69,72.09,Feminino,Preto,Ruivo,Esfaqueamento,Escola,Negra,Classe Baixa,Desconhecido
1218,17.94,1.62,34.74,Masculino,Azul,Preto,Esfaqueamento,Rua,Parda,Classe Média,ElBigodon Camacho
1616,32.22,1.79,81.94,Masculino,Verde,Ruivo,Estrangulamento,Casa,Negra,Classe Alta,Roberto Chimarildo Tomáz
1552,35.06,1.67,55.87,Masculino,Castanho,Preto,Envenenamento,Casa,Amarela,Classe Média,Coringon de le pinheirinho Silva
1079,41.36,1.82,34.83,Masculino,Azul,Loiro,Envenenamento,Escola,Parda,Classe Baixa,Desconhecido
538,26.84,1.58,46.48,Masculino,Verde,Castanho,Esfaqueamento,Escola,Branca,Classe Baixa,Desconhecido
691,43.85,1.42,50.59,Feminino,Verde,Preto,Envenenamento,Casa,Amarela,Classe Média,Desconhecido
457,43.38,1.85,70.45,Masculino,Verde,Castanho,Estrangulamento,Casa,Parda,Classe Alta,Desconhecido
1698,29.7,1.45,83.99,Feminino,Verde,Ruivo,Estrangulamento,Casa,Negra,Classe Alta,Roberto Chimarildo Tomáz
327,18.37,1.49,66.03,Masculino,Castanho,Loiro,Envenenamento,Rua,Negra,Classe Alta,Desconhecido
289,39.71,1.78,34.58,Feminino,Castanho,Castanho,Esfaqueamento,Casa,Amarela,Classe Média,Desconhecido
56,11.72,1.54,48.83,Feminino,Preto,Preto,Esfaqueamento,Casa,Negra,Classe Média,Desconhecido
39,49.7,1.49,32.02,Masculino,Verde,Castanho,Estrangulamento,Rua,Negra,Classe Média,Desconhecido
111,34.02,1.85,49.18,Feminino,Preto,Loiro,Esfaqueamento,Rua,Negra,Classe Alta,Desconhecido
234,51.26,1.64,40.21,Masculino,Castanho,Ruivo,Envenenamento,Trabalho,Parda,Classe Média,Desconhecido
1298,24.7,1.5,39.05,Masculino,Azul,Loiro,Esfaqueamento,Rua,Branca,Classe Alta,ElBigodon Camacho
784,58.27,1.79,50.28,Masculino,Azul,Preto,Envenenamento,Escola,Branca,Classe Alta,Desconhecido
430,20.67,1.67,53.73,Masculino,Castanho,Loiro,Esfaqueamento,Escola,Amarela,Classe Baixa,Desconhecido
955,12.59,1.57,80.03,Feminino,Azul,Ruivo,Estrangulamento,Escola,Amarela,Classe Baixa,Desconhecido
626,49.37,1.65,35.7,Masculino,Preto,Castanho,Estrangulamento,Casa,Negra,Classe Média,Desconhecido
862,43.21,1.76,73.04,Feminino,Verde,Preto,Contusão,Trabalho,Negra,Classe Alta,Desconhecido
228,30.95,1.43,35.18,Masculino,Verde,Ruivo,Estrangulamento,Rua,Branca,Classe Média,Desconhecido
898,57.67,1.46,31.29,Masculino,Azul,Castanho,Envenenamento,Trabalho,Branca,Classe Baixa,Desconhecido
1603,20.53,1.82,74.29,Feminino,Verde,Ruivo,Estrangulamento,Rua,Branca,Classe Alta,Roberto Chimarildo Tomáz
449,36.09,1.75,74.13,Masculino,Azul,Loiro,Envenenamento,Casa,Negra,Classe Baixa,Desconhecido
1779,23.42,1.63,73.99,Feminino,Verde,Ruivo,Esfaqueamento,Casa,Parda,Classe Baixa,Roberto Chimarildo Tomáz
1091,43.01,1.44,50.35,Feminino,Preto,Ruivo,Esfaqueamento,Casa,Negra,Classe Alta,Desconhecido
1042,30.12,1.69,54.73,Masculino,Preto,Ruivo,Contusão,Rua,Branca,Classe Baixa,Desconhecido
1071,51.97,1.44,41.77,Masculino,Azul,Ruivo,Estrangulamento,Trabalho,Branca,Classe Alta,Desconhecido
127,13.66,1.54,41.43,Masculino,Castanho,Ruivo,Estrangulamento,Escola,Negra,Classe Alta,Desconhecido
1134,47.33,1.64,73.47,Masculino,Verde,Castanho,Contusão,Rua,Negra,Classe Alta,Desconhecido
267,16.99,1.66,57.39,Feminino,Castanho,Ruivo,Contusão,Escola,Negra,Classe Baixa,Desconhecido
76,34.37,1.51,54.26,Feminino,Azul,Preto,Esfaqueamento,Trabalho,Branca,Classe Alta,Desconhecido
366,50.47,1.42,35.78,Masculino,Azul,Preto,Contusão,Casa,Negra,Classe Média,Desconhecido
1290,17.37,1.4,42.18,Masculino,Azul,Loiro,Esfaqueamento,Rua,Branca,Classe Média,ElBigodon Camacho
1712,29.78,1.88,86.77,Feminino,Preto,Ruivo,Estrangulamento,Casa,Negra,Classe Alta,Roberto Chimarildo Tomáz
