,Idade,Altura,Peso,Sexo,Cor dos Olhos,Cor do Cabelo,Causa Morte,Local Morte,Raça,Classe Social,Serial Killer
969,16.73,1.55,47.34,Masculino,Azul,Castanho,Estrangulamento,Casa,Parda,Classe Alta,Desconhecido
1498,48.26,1.79,65.14,Feminino,Castanho,Preto,Envenenamento,Casa,Parda,Classe Média,Coringon de le pinheirinho Silva
460,43.02,1.81,59.89,Masculino,Preto,Preto,Contusão,Escola,Amarela,Classe Baixa,Desconhecido
360,30.57,1.74,69.95,Feminino,Verde,Preto,Contusão,Casa,Negra,Classe Alta,Desconhecido
196,57.25,1.55,76.81,Masculino,Azul,Castanho,Contusão,Casa,Amarela,Classe Baixa,Desconhecido
1467,33.19,1.76,61.92,Feminino,Castanho,Preto,Envenenamento,Rua,Parda,Classe Média,Coringon de le pinheirinho Silva
1593,36.18,1.67,57.63,Feminino,Castanho,Ruivo,Envenenamento,Casa,Parda,Classe Média,Coringon de le pinheirinho Silva
681,45.67,1.56,50.62,Masculino,Verde,Preto,Envenenamento,Rua,Parda,Classe Média,Desconhecido
1042,44.04,1.79,41.8,Feminino,Azul,Preto,Estrangulamento,Escola,Parda,Classe Alta,Desconhecido
30,32.67,1.48,49.36,Feminino,Castanho,Loiro,Esfaqueamento,Escola,Negra,Classe Média,Desconhecido
717,22.9,1.67,52.29,Feminino,Castanho,Preto,Estrangulamento,Trabalho,Amarela,Classe Alta,Desconhecido
439,22.31,1.41,56.05,Feminino,Azul,Loiro,Estrangulamento,Casa,Negra,Classe Baixa,Desconhecido
780,56.8,1.69,35.19,Feminino,Verde,Preto,Estrangulamento,Rua,Amarela,Classe Baixa,Desconhecido
1376,38.47,1.56,36.21,Masculino,Azul,Loiro,Esfaqueamento,Rua,Branca,Classe Média,ElBigodon Camacho
927,27.1,1.52,73.64,Masculino,Preto,Loiro,Esfaqueamento,Trabalho,Parda,Classe Média,Desconhecido
1242,22.14,1.58,78.63,Feminino,Azul,Loiro,Contusão,Rua,Branca,Classe Média,Desconhecido
1357,18.84,1.57,42.97,Masculino,Azul,Loiro,Esfaqueamento,Rua,Branca,Classe Média,ElBigodon Camacho
1753,21.36,1.73,76.78,Feminino,Verde,Ruivo,Estrangulamento,Casa,Parda,Classe Alta,Roberto Chimarildo Tomáz
13,21.44,1.88,62.89,Feminino,Preto,Preto,Esfaqueamento,Escola,Amarela,Classe Média,Desconhecido
289,24.67,1.78,63.52,Feminino,Preto,Castanho,Contusão,Casa,Branca,Classe Média,Desconhecido
958,14.46,1.47,30.79,Masculino,Verde,Preto,Contusão,Rua,Branca,Classe Baixa,Desconhecido
938,43.32,1.49,58.56,Feminino,Preto,Preto,Estrangulamento,Casa,Parda,Classe Alta,Desconhecido
1785,31.63,1.89,85.38,Feminino,Castanho,Castanho,Estrangulamento,Trabalho,Negra,Classe Alta,Roberto Chimarildo Tomáz
1578,41.52,1.51,60.3,Feminino,Castanho,Preto,Estrangulamento,Casa,Parda,Classe Média,Coringon de le pinheirinho Silva
1142,59.97,1.66,73.78,Feminino,Castanho,Castanho,Esfaqueamento,Escola,Amarela,Classe Baixa,Desconhecido
335,40.08,1.56,64.68,Feminino,Castanho,Preto,Contusão,Escola,Amarela,Classe Média,Desconhecido
186,47.05,1.47,82.12,Masculino,Preto,Loiro,Esfaqueamento,Rua,Amarela,Classe Alta,Desconhecido
1744,27.21,1.73,85.31,Feminino,Azul,Ruivo,Estrangulamento,Casa,Negra,Classe Alta,Roberto Chimarildo Tomáz
216,31.23,1.8,36.25,Masculino,Verde,Preto,Contusão,Casa,Branca,Classe Média,Desconhecido
1788,26.42,1.89,75.24,Masculino,Verde,Ruivo,Envenenamento,Casa,Parda,Classe Alta,Roberto Chimarildo Tomáz
1225,36.66,1.62,61.08,Feminino,Castanho,Loiro,Contusão,Trabalho,Branca,Classe Baixa,Desconhecido
1742,31.44,1.87,82.64,Feminino,Verde,Ruivo,Estrangulamento,Rua,Parda,Classe Alta,Roberto Chimarildo Tomáz
565,10.45,1.61,89.7,Feminino,Castanho,Ruivo,Estrangulamento,Trabalho,Amarela,Classe Baixa,Desconhecido
395,51.71,1.86,42.74,Feminino,Verde,Ruivo,Esfaqueamento,Casa,Amarela,Classe Baixa,Desconhecido
1789,24.24,1.79,61.11,Masculino,Verde,Ruivo,Estrangulamento,Casa,Branca,Classe Alta,Roberto Chimarildo Tomáz
1411,18.85,1.48,44.36,Masculino,Azul,Loiro,Envenenamento,Rua,Negra,Classe Média,ElBigodon Camacho
1316,18.25,1.54,35.46,Masculino,Preto,Loiro,Esfaqueamento,Rua,Branca,Classe Média,ElBigodon Camacho
837,26.66,1.88,69.32,Masculino,Preto,Castanho,Esfaqueamento,Casa,Parda,Classe Alta,Desconhecido
1442,40.41,1.76,63.75,Feminino,Castanho,Castanho,Envenenamento,Rua,Parda,Classe Média,Coringon de le pinheirinho Silva
1164,25.53,1.46,72.16,Feminino,Azul,Preto,Esfaqueamento,Casa,Negra,Classe Baixa,Desconhecido
1628,28.36,1.73,78.18,Feminino,Verde,Ruivo,Estrangulamento,Casa,Parda,Classe Alta,Roberto Chimarildo Tomáz
926,50.85,1.51,80.6,Feminino,Castanho,Ruivo,Contusão,Casa,Amarela,Classe Média,Desconhecido
474,53.25,1.68,35.98,Feminino,Preto,Ruivo,Envenenamento,Escola,Parda,Classe Média,Desconhecido
155,34.83,1.6,41.51,Masculino,Preto,Castanho,Estrangulamento,Rua,Parda,Classe Baixa,Desconhecido
1681,27.57,1.86,76.78,Feminino,Verde,Castanho,Estrangulamento,Trabalho,Branca,Classe Alta,Roberto Chimarildo Tomáz
708,49.09,1.87,70.92,Masculino,Verde,Ruivo,Envenenamento,Casa,Branca,Classe Média,Desconhecido
374,37.17,1.74,53.93,Masculino,Azul,Preto,Estrangulamento,Casa,Amarela,Classe Alta,Desconhecido
532,31.63,1.77,49.26,Feminino,Verde,Loiro,Estrangulamento,Rua,Amarela,Classe Média,Desconhecido
512,38.54,1.7,77.22,Masculino,Verde,Ruivo,Envenenamento,Casa,Branca,Classe Média,Desconhecido
913,51.97,1.77,36.04,Feminino,Azul,Castanho,Estrangulamento,Rua,Parda,Classe Média,Desconhecido
1805,10.26,1.89,84.68,Feminino,Verde,Ruivo,Estrangulamento,Casa,Branca,Classe Alta,Roberto Chimarildo Tomáz
22,18.01,1.43,39.37,Masculino,Verde,Castanho,Esfaqueamento,Trabalho,Branca,Classe Alta,Desconhecido
225,41.69,1.63,60.69,Masculino,Preto,Ruivo,Esfaqueamento,Casa,Branca,Classe Alta,Desconhecido
658,19.43,1.81,68.54,Feminino,Azul,Loiro,Envenenamento,Trabalho,Negra,Classe Alta,Desconhecido
300,21.56,1.73,46.06,Feminino,Verde,Preto,Esfaqueamento,Escola,Amarela,Classe Média,Desconhecido
1194,10.15,1.54,61.92,Masculino,Azul,Preto,Esfaqueamento,Casa,Branca,Classe Alta,Desconhecido
334,35.26,1.82,64.85,Feminino,Azul,Castanho,Estrangulamento,Rua,Negra,Classe Alta,Desconhecido
1168,58.36,1.71,46.79,Masculino,Castanho,Loiro,Estrangulamento,Casa,Negra,Classe Média,Desconhecido
824,18.11,1.4,82.18,Masculino,Preto,Loiro,Envenenamento,Trabalho,Amarela,Classe Baixa,Desconhecido
70,40.46,1.57,63.59,Masculino,Castanho,Ruivo,Estrangulamento,Rua,Amarela,Classe Alta,Desconhecido
1054,13.99,1.49,34.21,Masculino,Castanho,Preto,Estrangulamento,Trabalho,Parda,Classe Média,Desconhecido
572,12.68,1.64,61.35,Masculino,Castanho,Preto,Estrangulamento,Escola,Parda,Classe Alta,Desconhecido
1717,32.74,1.75,81.71,Masculino,Verde,Ruivo,Estrangulamento,Casa,Branca,Classe Alta,Roberto Chimarildo Tomáz
652,38.96,1.8,75.58,Feminino,Castanho,Ruivo,Envenenamento,Trabalho,Negra,Classe Média,Desconhecido
553,33.42,1.64,85.82,Masculino,Preto,Preto,Contusão,Trabalho,Negra,Classe Média,Desconhecido
1317,39.1,1.57,35.72,Masculino,Azul,Loiro,Contusão,Rua,Branca,Classe Média,ElBigodon Camacho
608,41.53,1.88,41.42,Feminino,Azul,Ruivo,Esfaqueamento,Trabalho,Amarela,Classe Alta,Desconhecido
1171,29.11,1.45,46.75,Masculino,Castanho,Preto,Contusão,Casa,Branca,Classe Média,Desconhecido
118,49.74,1.89,47.47,Feminino,Castanho,Castanho,Envenenamento,Rua,Branca,Classe Baixa,Desconhecido
1643,25.5,1.86,75.85,Feminino,Verde,Preto,Estrangulamento,Casa,Branca,Classe Alta,Roberto Chimarildo Tomáz
1425,43.93,1.7,63.94,Feminino,Castanho,Castanho,Envenenamento,Casa,Parda,Classe Média,Coringon de le pinheirinho Silva
1654,26.33,1.74,82.78,Feminino,Verde,Ruivo,Estrangulamento,Casa,Negra,Classe Baixa,Roberto Chimarildo Tomáz
932,31.62,1.85,54.86,Feminino,Castanho,Castanho,Envenenamento,Trabalho,Branca,Classe Baixa,Desconhecido
469,26.67,1.64,41.09,Masculino,Castanho,Preto,Contusão,Rua,Parda,Classe Baixa,Desconhecido
693,33.46,1.51,75.48,Feminino,Castanho,Ruivo,Esfaqueamento,Escola,Amarela,Classe Baixa,Desconhecido
773,18.27,1.8,38.2,Feminino,Castanho,Preto,Estrangulamento,Casa,Amarela,Classe Alta,Desconhecido
1602,46.77,1.59,60.86,Feminino,Castanho,Preto,Envenenamento,Casa,Parda,Classe Média,Coringon de le pinheirinho Silva
1290,13.76,1.67,31.18,Masculino,Azul,Loiro,Esfaqueamento,Rua,Branca,Classe Baixa,ElBigodon Camacho
117,12.22,1.43,52.35,Feminino,Preto,Ruivo,Esfaqueamento,Rua,Amarela,Classe Alta,Desconhecido
948,23.86,1.82,53.37,Feminino,Preto,Ruivo,Estrangulamento,Escola,Branca,Classe Baixa,Desconhecido
448,17.33,1.74,59.16,Feminino,Azul,Loiro,Envenenamento,Trabalho,Branca,Classe Média,Desconhecido
1682,40.35,1.87,80.14,Feminino,Verde,Ruivo,Estrangulamento,Casa,Amarela,Classe Média,Roberto Chimarildo Tomáz
502,51.44,1.57,66.03,Masculino,Azul,Loiro,Esfaqueamento,Rua,Parda,Classe Alta,Desconhecido
234,57.51,1.88,36.63,Feminino,Azul,Castanho,Estrangulamento,Trabalho,Parda,Classe Média,Desconhecido
1728,21.14,1.87,88.71,Feminino,Verde,Ruivo,Contusão,Casa,Amarela,Classe Alta,Roberto Chimarildo Tomáz
1373,24.99,1.45,39.4,Masculino,Azul,Loiro,Esfaqueamento,Rua,Branca,Classe Alta,ElBigodon Camacho
1415,44.88,1.78,54.85,Feminino,Castanho,Preto,Contusão,Trabalho,Parda,Classe Média,Coringon de le pinheirinho Silva
1795,22.85,1.86,77.75,Feminino,Verde,Ruivo,Envenenamento,Casa,Amarela,Classe Alta,Roberto Chimarildo Tomáz
918,20.83,1.82,87.52,Feminino,Castanho,Ruivo,Esfaqueamento,Casa,Amarela,Classe Baixa,Desconhecido
1184,24.23,1.59,61.19,Masculino,Verde,Preto,Esfaqueamento,Casa,Amarela,Classe Baixa,Desconhecido
935,24.72,1.47,37.17,Masculino,Preto,Castanho,Esfaqueamento,Escola,Amarela,Classe Alta,Desconhecido
211,29.84,1.75,79.37,Feminino,Castanho,Castanho,Envenenamento,Casa,Branca,Classe Média,Desconhecido
176,56.68,1.62,74.62,Feminino,Castanho,Castanho,Contusão,Trabalho,Parda,Classe Baixa,Desconhecido
1090,31.93,1.59,42.08,Masculino,Castanho,Loiro,Contusão,Casa,Parda,Classe Média,Desconhecido
1300,10.98,1.43,45.25,Masculino,Azul,Loiro,Esfaqueamento,Rua,Branca,Classe Baixa,ElBigodon Camacho
626,11.02,1.55,84.08,Masculino,Preto,Preto,Esfaqueamento,Rua,Branca,Classe Baixa,Desconhecido
377,11.5,1.56,62.44,Masculino,Verde,Castanho,Estrangulamento,Rua,Amarela,Classe Alta,Desconhecido
516,27.76,1.48,45.87,Masculino,Verde,Loiro,Estrangulamento,Rua,Parda,Classe Alta,Desconhecido
1081,46.47,1.7,62.93,Feminino,Verde,Loiro,Estrangulamento,Rua,Parda,Classe Alta,Desconhecido
1716,21.67,1.78,74.26,Feminino,Verde,Ruivo,Estrangulamento,Casa,Negra,Classe Alta,Roberto Chimarildo Tomáz
1488,39.39,1.66,57.71,Feminino,Castanho,Preto,Envenenamento,Trabalho,Parda,Classe Média,Coringon de le pinheirinho Silva
380,37.02,1.41,61.69,Masculino,Castanho,Loiro,Estrangulamento,Rua,Branca,Classe Baixa,Desconhecido
1157,24.31,1.76,70.38,Feminino,Verde,Ruivo,Esfaqueamento,Rua,Negra,Classe Média,Desconhecido
1078,24.4,1.85,80.44,Feminino,Preto,Loiro,Contusão,Casa,Parda,Classe Média,Desconhecido
343,59.1,1.74,31.11,Feminino,Azul,Castanho,Contusão,Rua,Negra,Classe Alta,Desconhecido
661,18.13,1.51,39.89,Masculino,Preto,Preto,Estrangulamento,Trabalho,Negra,Classe Baixa,Desconhecido
366,55.51,1.78,36.2,Masculino,Castanho,Ruivo,Contusão,Casa,Amarela,Classe Baixa,Desconhecido
1056,49.44,1.67,71.54,Feminino,Verde,Castanho,Esfaqueamento,Escola,Branca,Classe Baixa,Desconhecido
1440,49.5,1.71,61.95,Feminino,Castanho,Preto,Contusão,Escola,Parda,Classe Média,Coringon de le pinheirinho Silva
307,12.89,1.55,79.49,Feminino,Verde,Preto,Estrangulamento,Rua,Parda,Classe Baixa,Desconhecido
363,52.9,1.65,33.32,Masculino,Castanho,Preto,Esfaqueamento,Rua,Parda,Classe Alta,Desconhecido
618,40.58,1.85,88.21,Masculino,Castanho,Ruivo,Esfaqueamento,Casa,Amarela,Classe Alta,Desconhecido
454,17.84,1.79,89.46,Masculino,Verde,Preto,Contusão,Rua,Branca,Classe Alta,Desconhecido
1454,40.96,1.77,55.79,Feminino,Castanho,Preto,Estrangulamento,Casa,Branca,Classe Média,Coringon de le pinheirinho Silva
535,20.52,1.52,63.84,Masculino,Azul,Preto,Contusão,Casa,Negra,Classe Baixa,Desconhecido
1472,56.17,1.65,55.49,Feminino,Castanho,Ruivo,Envenenamento,Casa,Parda,Classe Média,Coringon de le pinheirinho Silva
1526,43.89,1.61,60.4,Feminino,Castanho,Preto,Envenenamento,Casa,Parda,Classe Média,Coringon de le pinheirinho Silva
1221,13.03,1.5,73.56,Masculino,Preto,Castanho,Esfaqueamento,Casa,Negra,Classe Baixa,Desconhecido
215,36.33,1.6,31.01,Feminino,Castanho,Ruivo,Esfaqueamento,Trabalho,Negra,Classe Baixa,Desconhecido
756,28.36,1.69,45.96,Masculino,Verde,Ruivo,Contusão,Casa,Negra,Classe Baixa,Desconhecido
494,56.59,1.55,85.12,Feminino,Preto,Ruivo,Envenenamento,Escola,Negra,Classe Média,Desconhecido
983,35.4,1.85,50.14,Masculino,Azul,Castanho,Estrangulamento,Escola,Amarela,Classe Baixa,Desconhecido
1382,57.03,1.84,36.37,Masculino,Verde,Loiro,Esfaqueamento,Rua,Branca,Classe Média,ElBigodon Camacho
1200,30.15,1.51,57.14,Masculino,Preto,Ruivo,Esfaqueamento,Rua,Branca,Classe Média,Desconhecido
571,29.41,1.42,85.9,Masculino,Verde,Castanho,Envenenamento,Casa,Branca,Classe Média,Desconhecido
35,36.46,1.88,60.49,Feminino,Azul,Preto,Envenenamento,Trabalho,Parda,Classe Alta,Desconhecido
432,25.12,1.44,50.46,Masculino,Castanho,Loiro,Envenenamento,Escola,Branca,Classe Alta,Desconhecido
1773,28.08,1.74,78.38,Feminino,Verde,Castanho,Estrangulamento,Casa,Branca,Classe Alta,Roberto Chimarildo Tomáz
204,31.59,1.74,44.59,Masculino,Castanho,Loiro,Estrangulamento,Casa,Negra,Classe Alta,Desconhecido
1771,32.5,1.84,81.38,Feminino,Castanho,Castanho,Contusão,Rua,Branca,Classe Alta,Roberto Chimarildo Tomáz
1128,14.19,1.58,30.92,Feminino,Castanho,Castanho,Estrangulamento,Escola,Parda,Classe Média,Desconhecido
478,50.2,1.71,82.29,Masculino,Preto,Loiro,Envenenamento,Trabalho,Negra,Classe Baixa,Desconhecido
1305,20.57,1.47,43.19,Masculino,Azul,Loiro,Estrangulamento,Rua,Branca,Classe Alta,ElBigodon Camacho
1397,17.25,1.58,41.29,Masculino,Azul,Loiro,Esfaqueamento,Rua,Amarela,Classe Média,ElBigodon Camacho
1007,34.83,1.63,68.63,Feminino,Azul,Loiro,Estrangulamento,Trabalho,Parda,Classe Média,Desconhecido
1297,15.22,1.58,73.59,Masculino,Azul,Loiro,Esfaqueamento,Rua,Branca,Classe Média,ElBigodon Camacho
877,24.36,1.83,38.98,Masculino,Azul,Ruivo,Esfaqueamento,Trabalho,Amarela,Classe Média,Desconhecido
268,40.5,1.7,36.86,Feminino,Castanho,Preto,Estrangulamento,Casa,Negra,Classe Alta,Desconhecido
1640,30.17,1.88,80.56,Feminino,Verde,Ruivo,Estrangulamento,Casa,Parda,Classe Alta,Roberto Chimarildo Tomáz
415,43.61,1.7,67.79,Feminino,Preto,Castanho,Contusão,Casa,Negra,Classe Média,Desconhecido
1690,26.36,1.81,79.01,Feminino,Verde,Ruivo,Estrangulamento,Casa,Branca,Classe Alta,Roberto Chimarildo Tomáz
550,51.4,1.45,79.94,Masculino,Castanho,Castanho,Estrangulamento,Rua,Negra,Classe Média,Desconhecido
1342,18.78,1.87,46.71,Masculino,Azul,Loiro,Esfaqueamento,Rua,Amarela,Classe Média,ElBigodon Camacho
726,55.36,1.79,57.66,Feminino,Azul,Preto,Esfaqueamento,Casa,Branca,Classe Alta,Desconhecido
813,17.59,1.69,77.29,Masculino,Castanho,Castanho,Estrangulamento,Casa,Amarela,Classe Alta,Desconhecido
1807,23.12,1.79,75.56,Feminino,Verde,Castanho,Estrangulamento,Casa,Branca,Classe Alta,Roberto Chimarildo Tomáz
1329,24.06,1.57,44.45,Feminino,Preto,Loiro,Esfaqueamento,Trabalho,Branca,Classe Média,ElBigodon Camacho
1544,44.41,1.59,61.13,Feminino,Azul,Preto,Envenenamento,Rua,Parda,Classe Média,Coringon de le pinheirinho Silva
1486,46.93,1.68,43.07,Feminino,Castanho,Preto,Envenenamento,Casa,Parda,Classe Média,Coringon de le pinheirinho Silva
1115,13.61,1.89,50.83,Masculino,Verde,Preto,Contusão,Rua,Amarela,Classe Baixa,Desconhecido
778,22.16,1.51,65.38,Masculino,Azul,Loiro,Esfaqueamento,Rua,Negra,Classe Baixa,Desconhecido
657,34.91,1.45,61.85,Masculino,Castanho,Loiro,Contusão,Casa,Branca,Classe Média,Desconhecido
1766,30.17,1.86,75.44,Feminino,Verde,Ruivo,Estrangulamento,Casa,Negra,Classe Alta,Roberto Chimarildo Tomáz
254,51.15,1.73,74.99,Masculino,Castanho,Ruivo,Estrangulamento,Casa,Parda,Classe Baixa,Desconhecido
1504,48.21,1.75,57.97,Masculino,Verde,Preto,Envenenamento,Casa,Parda,Classe Média,Coringon de le pinheirinho Silva
1401,14.23,1.51,42.64,Masculino,Azul,Loiro,Esfaqueamento,Rua,Branca,Classe Média,ElBigodon Camacho
171,12.55,1.47,80.76,Masculino,Verde,Castanho,Esfaqueamento,Trabalho,Negra,Classe Média,Desconhecido
1660,16.72,1.73,79.36,Feminino,Verde,Ruivo,Estrangulamento,Casa,Parda,Classe Alta,Roberto Chimarildo Tomáz
710,53.66,1.45,37.53,Feminino,Preto,Castanho,Contusão,Escola,Parda,Classe Alta,Desconhecido
1189,28.18,1.4,53.84,Masculino,Preto,Castanho,Esfaqueamento,Escola,Branca,Classe Baixa,Desconhecido
1321,15.71,1.48,40.77,Masculino,Azul,Loiro,Esfaqueamento,Rua,Branca,Classe Média,ElBigodon Camacho
1625,31.45,1.73,76.81,Feminino,Verde,Ruivo,Estrangulamento,Casa,Amarela,Classe Baixa,Roberto Chimarildo Tomáz
751,24.51,1.76,83.74,Masculino,Castanho,Castanho,Envenenamento,Casa,Negra,Classe Média,Desconhecido
792,38.98,1.62,72.73,Masculino,Castanho,Castanho,Contusão,Casa,Branca,Classe Alta,Desconhecido
898,32.54,1.57,57.94,Feminino,Verde,Ruivo,Contusão,Trabalho,Amarela,Classe Média,Desconhecido
1603,41.21,1.68,45.57,Feminino,Castanho,Loiro,Estrangulamento,Casa,Parda,Classe Média,Coringon de le pinheirinho Silva
1739,23.74,1.77,67.43,Feminino,Verde,Ruivo,Estrangulamento,Casa,Amarela,Classe Alta,Roberto Chimarildo Tomáz
1136,34.55,1.67,56.63,Masculino,Castanho,Ruivo,Envenenamento,Rua,Parda,Classe Baixa,Desconhecido
1,26.03,1.76,37.89,Feminino,Verde,Castanho,Contusão,Escola,Negra,Classe Média,Desconhecido
1077,16.84,1.83,49.44,Masculino,Verde,Preto,Envenenamento,Trabalho,Negra,Classe Média,Desconhecido
269,36.12,1.43,73.1,Masculino,Castanho,Ruivo,Estrangulamento,Escola,Amarela,Classe Baixa,Desconhecido
264,25.09,1.67,31.09,Feminino,Azul,Loiro,Esfaqueamento,Escola,Parda,Classe Alta,Desconhecido
545,43.16,1.81,41.25,Feminino,Preto,Ruivo,Esfaqueamento,Escola,Branca,Classe Baixa,Desconhecido
671,58.47,1.44,69.41,Feminino,Castanho,Ruivo,Contusão,Trabalho,Negra,Classe Baixa,Desconhecido
826,16.71,1.85,51.99,Masculino,Verde,Preto,Esfaqueamento,Escola,Negra,Classe Alta,Desconhecido
889,52.53,1.43,31.13,Masculino,Azul,Ruivo,Envenenamento,Escola,Amarela,Classe Baixa,Desconhecido
174,12.8,1.54,40.63,Masculino,Preto,Loiro,Contusão,Casa,Branca,Classe Baixa,Desconhecido
138,21.69,1.45,48.03,Masculino,Preto,Ruivo,Estrangulamento,Rua,Negra,Classe Alta,Desconhecido
1506,18.65,1.65,66.26,Feminino,Castanho,Preto,Envenenamento,Casa,Parda,Classe Média,Coringon de le pinheirinho Silva
1028,14.97,1.55,79.04,Feminino,Castanho,Ruivo,Esfaqueamento,Casa,Negra,Classe Média,Desconhecido
208,11.52,1.78,81.34,Feminino,Verde,Loiro,Esfaqueamento,Casa,Amarela,Classe Baixa,Desconhecido
1461,42.66,1.66,54.64,Masculino,Castanho,Preto,Esfaqueamento,Casa,Parda,Classe Baixa,Coringon de le pinheirinho Silva
1169,18.95,1.58,67.82,Masculino,Verde,Loiro,Envenenamento,Rua,Negra,Classe Média,Desconhecido
568,21.67,1.54,30.47,Masculino,Castanho,Castanho,Envenenamento,Escola,Branca,Classe Baixa,Desconhecido
998,57.44,1.87,82.82,Feminino,Castanho,Ruivo,Esfaqueamento,Escola,Negra,Classe Alta,Desconhecido
1400,18.7,1.46,46.06,Masculino,Azul,Loiro,Esfaqueamento,Rua,Branca,Classe Média,ElBigodon Camacho
85,12.8,1.59,77.52,Feminino,Castanho,Preto,Envenenamento,Trabalho,Negra,Classe Baixa,Desconhecido
342,15.06,1.75,53.83,Masculino,Preto,Loiro,Estrangulamento,Rua,Negra,Classe Baixa,Desconhecido
1437,31.3,1.64,55.81,Masculino,Castanho,Preto,Envenenamento,Casa,Parda,Classe Média,Coringon de le pinheirinho Silva
507,21.85,1.84,89.16,Feminino,Verde,Loiro,Envenenamento,Trabalho,Branca,Classe Baixa,Desconhecido
201,31.31,1.53,31.21,Masculino,Preto,Castanho,Estrangulamento,Rua,Amarela,Classe Alta,Desconhecido
524,12.21,1.9,49.58,Feminino,Azul,Ruivo,Estrangulamento,Casa,Parda,Classe Alta,Desconhecido
1459,33.93,1.63,56.66,Feminino,Castanho,Preto,Envenenamento,Casa,Parda,Classe Média,Coringon de le pinheirinho Silva
128,21.79,1.65,46.17,Masculino,Verde,Ruivo,Estrangulamento,Trabalho,Amarela,Classe Média,Desconhecido
1179,29.9,1.51,80.23,Feminino,Azul,Castanho,Esfaqueamento,Escola,Parda,Classe Média,Desconhecido
981,29.24,1.42,43.45,Masculino,Preto,Castanho,Contusão,Casa,Parda,Classe Baixa,Desconhecido
1695,19.59,1.75,85.47,Feminino,Verde,Ruivo,Estrangulamento,Casa,Parda,Classe Alta,Roberto Chimarildo Tomáz
1531,23.29,1.71,54.16,Feminino,Castanho,Preto,Envenenamento,Casa,Parda,Classe Média,Coringon de le pinheirinho Silva
425,35.39,1.75,56.17,Masculino,Azul,Loiro,Contusão,Escola,Parda,Classe Alta,Desconhecido
319,52.95,1.77,59.18,Feminino,Castanho,Preto,Estrangulamento,Casa,Parda,Classe Média,Desconhecido
839,30.94,1.4,30.36,Feminino,Azul,Preto,Envenenamento,Rua,Amarela,Classe Média,Desconhecido
1680,46.59,1.79,76.81,Feminino,Verde,Ruivo,Estrangulamento,Casa,Branca,Classe Alta,Roberto Chimarildo Tomáz
29,34.4,1.6,52.21,Masculino,Azul,Preto,Envenenamento,Trabalho,Branca,Classe Baixa,Desconhecido
1693,26.73,1.43,79.06,Feminino,Verde,Ruivo,Estrangulamento,Casa,Negra,Classe Baixa,Roberto Chimarildo Tomáz
904,32.89,1.81,79.21,Feminino,Azul,Preto,Esfaqueamento,Casa,Negra,Classe Média,Desconhecido
1257,56.97,1.83,32.07,Feminino,Preto,Preto,Esfaqueamento,Casa,Parda,Classe Baixa,Desconhecido
542,32.32,1.41,60.9,Feminino,Verde,Ruivo,Contusão,Trabalho,Parda,Classe Alta,Desconhecido
111,11.84,1.76,55.48,Masculino,Azul,Castanho,Esfaqueamento,Trabalho,Negra,Classe Baixa,Desconhecido
529,59.78,1.41,34.96,Feminino,Preto,Loiro,Esfaqueamento,Escola,Amarela,Classe Baixa,Desconhecido
820,22.01,1.9,34.54,Feminino,Castanho,Ruivo,Envenenamento,Rua,Amarela,Classe Alta,Desconhecido
1264,47.25,1.55,67.13,Feminino,Verde,Preto,Contusão,Casa,Parda,Classe Média,Desconhecido
933,23.41,1.52,73.85,Masculino,Castanho,Castanho,Esfaqueamento,Escola,Amarela,Classe Alta,Desconhecido
1533,35.39,1.65,64.8,Feminino,Castanho,Preto,Envenenamento,Rua,Parda,Classe Média,Coringon de le pinheirinho Silva
993,34.76,1.81,75.51,Masculino,Preto,Ruivo,Esfaqueamento,Escola,Parda,Classe Alta,Desconhecido
504,12.98,1.64,61.67,Feminino,Azul,Loiro,Esfaqueamento,Trabalho,Amarela,Classe Média,Desconhecido
577,56.32,1.65,30.89,Feminino,Preto,Ruivo,Envenenamento,Escola,Branca,Classe Média,Desconhecido
356,31.72,1.5,31.38,Masculino,Verde,Loiro,Esfaqueamento,Trabalho,Negra,Classe Média,Desconhecido
181,41.99,1.56,57.64,Masculino,Castanho,Ruivo,Envenenamento,Casa,Negra,Classe Baixa,Desconhecido
775,27.83,1.68,31.72,Feminino,Verde,Loiro,Contusão,Rua,Branca,Classe Média,Desconhecido
1750,36.0,1.9,58.76,Feminino,Verde,Ruivo,Estrangulamento,Casa,Branca,Classe Alta,Roberto Chimarildo Tomáz
1009,42.25,1.51,34.39,Masculino,Preto,Loiro,Estrangulamento,Rua,Parda,Classe Média,Desconhecido
58,28.4,1.86,77.06,Masculino,Castanho,Castanho,Estrangulamento,Escola,Negra,Classe Média,Desconhecido
104,25.52,1.48,43.04,Masculino,Verde,Castanho,Contusão,Trabalho,Amarela,Classe Média,Desconhecido
1819,20.12,1.72,74.7,Feminino,Verde,Ruivo,Esfaqueamento,Casa,Negra,Classe Alta,Roberto Chimarildo Tomáz
729,21.98,1.43,33.37,Masculino,Castanho,Loiro,Envenenamento,Casa,Amarela,Classe Alta,Desconhecido
161,47.06,1.71,44.09,Masculino,Azul,Preto,Esfaqueamento,Rua,Branca,Classe Média,Desconhecido
1224,52.66,1.49,83.15,Masculino,Verde,Preto,Esfaqueamento,Escola,Amarela,Classe Baixa,Desconhecido
